NAME	LT_HSC_Ctrl_1	LT_HSC_Ctrl_2	LT_HSC_Ctrl_3	LT_HSC_shCTCF_1	LT_HSC_shCTCF_2	LT_HSC_shCTCF_3	ST_HSC_Ctrl_1	ST_HSC_Ctrl_2	ST_HSC_Ctrl_3	ST_HSC_shCTCF_1	ST_HSC_shCTCF_2	ST_HSC_shCTCF_3	CD34+/CD38+_Ctrl_1	CD34+/CD38+_Ctrl_2	CD34+/CD38+_Ctrl_3	CD34+/CD38+shCTCF_1	CD34+/CD38+shCTCF_2	CD34+/CD38+shCTCF_3
HCFC2	3.38213	4.68431	4.15974	3.19189	3.42241	3.66183	2.96922	3.68354	3.20014	2.40264	3.1791	3.13015	2.35981	2.73056	3.18408	2.52563	3.07664	2.48057
TXNRD1	62.4642	62.0196	56.2031	72.8878	70.3158	59.9648	72.202	76.9028	69.7138	69.9463	80.3931	71.8453	94.5473	84.7861	89.0304	91.1842	92.659	92.0369
EID3	2.33303	2.78225	3.43057	2.43295	3.1959	3.4848	1.83642	3.14662	2.55928	2.89725	2.92321	2.58214	3.08863	2.95163	1.96686	3.14797	2.69135	3.42763
CHST11	10.4949	9.50378	10.2559	10.6118	11.0332	9.65275	12.5378	10.1707	11.1965	11.5713	9.73537	10.4617	7.54908	10.5709	12.7261	6.95457	12.6884	15.0837
MIR3922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf45	55.6043	54.5642	56.56	79.2662	63.9095	72.1419	58.7677	69.1924	58.5477	65.366	77.8158	62.4891	89.9167	94.3767	66.6809	89.1241	75.9855	96.2502
KIAA1033	23.8912	25.9251	24.2874	23.6848	22.661	19.8225	20.4515	22.0646	21.8166	19.1382	18.7529	20.5335	20.6043	23.3766	25.9191	17.7379	24.2861	22.999
C12orf75	58.2486	58.9352	56.5234	63.6633	57.7279	57.3072	47.609	41.9615	44.7794	48.5123	37.6271	42.5089	30.8712	61.4938	57.6929	25.6467	51.862	60.3477
TCP11L2	0.210196	0.107012	0.174509	0.197461	0.285934	0.363541	0.189768	0.112491	0.145816	0.164786	0.218841	0.0765465	0.152156	0.66874	0.260796	0.350996	0.289674	0.467204
POLR3B	9.99889	11.0313	10.0726	11.2507	10.5994	9.79074	10.5858	12.4397	11.7164	10.9764	11.4504	12.037	13.068	12.2319	12.2409	12.4693	13.4176	11.4988
RFX4	0	0.0167436	0	0	0	0	0	0.0176228	0	0.0344033	0.0171575	0	0	0	0	0	0	0
RIC8B	3.73081	3.44525	2.91298	3.073	3.68385	3.7356	3.08913	3.45486	3.80322	4.15192	3.0492	3.53348	4.62553	3.95628	4.15766	3.95829	4.36133	4.24782
C12orf23	21.5093	24.1319	21.8949	23.7838	26.2075	25.4373	14.7073	19.323	18.1458	16.2234	17.4886	20.9113	19.1573	23.9138	25.4672	16.9179	27.2239	25.918
BTBD11	3.40416	3.94932	4.01808	1.99055	2.15004	3.23912	3.70194	2.38598	3.62668	2.79802	1.65026	2.67584	0.290747	1.97813	2.68155	0.374838	1.96495	1.01339
PWP1	65.8852	78.2906	75.554	72.6885	85.3124	69.8778	77.9148	84.5204	77.1178	74.6526	81.0562	72.1162	110.054	107.296	86.4739	102.742	87.5126	101.7
ASCL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WSCD2	0	0	0	0	0	0	0	0	0	0	0	0	0.0403513	0.107238	0.101208	0.10378	0.0514081	0.0345413
FICD	3.43993	3.44204	3.34022	2.60762	3.84752	4.61063	3.05117	4.48682	4.08228	4.22903	4.51429	3.69055	3.58859	4.30747	5.35889	4.18652	4.55537	4.22943
ISCU	106.031	130.839	131.753	138.22	148.463	135.939	93.8208	88.2816	85.5035	93.2455	81.4181	83.7261	82.6438	111.439	106.45	84.4879	100.129	122.946
DAO	0	0	0	0	0	0	0	0	0.0859203	0.121249	0.0803673	0.0377111	0	0	0	0	0	0
USP30	6.64161	8.23825	6.73554	7.3686	7.2304	7.05125	6.70546	7.16507	7.85788	6.77849	6.59455	7.19451	7.4483	7.17043	8.74468	6.80408	7.74037	7.78701
UNG	190.367	215.322	235.447	188.444	204.805	213.792	187.374	173.313	191.988	189.796	185.974	191.318	174.019	188.823	177.685	186.416	185.356	198.878
ACACB	1.16156	1.40997	0.962996	0.816115	1.17443	1.19659	0.839387	1.011	1.00143	0.992232	1.20491	1.39207	0.976926	0.619313	0.834272	0.95611	0.698067	0.295916
MYO1H	0.012866	0	0.0365389	0.0120776	0.0127073	0.0126998	0	0	0	0	0.0133632	0.0123822	0	0.0130436	0	0.0142055	0	0
UBE3B	19.3932	19.0716	18.5146	18.95	19.7371	16.2298	17.4252	17.6301	17.5849	18.951	17.4392	16.4585	15.2901	15.6245	16.1329	14.997	16.0109	14.903
MVK	10.6959	9.70918	9.96574	11.8946	13.4319	8.9645	9.95464	10.0791	11.1909	11.6051	11.8221	12.2852	12.8732	9.51105	7.47611	11.6355	8.65769	7.69065
FAM222A	1.0181	1.01504	0.795383	0.486374	0.476608	0.829026	1.03256	1.03001	1.10642	1.0427	1.50403	1.06935	0.308094	0.326455	0.352752	0.395629	0.333111	0.403781
MIR4497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCHP	13.4703	12.4445	13.3883	10.117	11.0428	11.363	17.6051	13.2502	13.5648	13.2235	11.0041	11.6497	16.942	17.1669	14.7793	14.6116	13.3255	13.8726
ANKRD13A	33.362	33.9334	31.2685	22.5565	23.4421	23.2882	32.2931	29.0623	29.1226	25.5895	23.8042	22.4097	24.2126	28.2583	29.2425	19.4755	23.8159	21.5579
IFT81	6.84371	8.18425	7.3349	7.64823	7.90069	6.52811	6.87389	6.4506	7.08571	5.9146	5.89798	6.01837	5.01494	7.07354	9.25992	4.71756	7.91029	8.79807
ATP2A2	14.8833	17.3026	14.4495	10.0745	9.69088	12.7498	16.2888	18.2129	17.7667	13.5	19.0182	17.097	13.4094	13.8136	12.2368	11.6495	10.7652	7.19552
FAM216A	50.1865	49.4792	54.3367	58.1954	50.2213	52.0862	54.5127	45.9519	50.9351	57.2947	46.0396	54.0952	61.5862	64.9328	53.4818	50.9656	53.8512	60.8755
RAD9B	0.633209	0.936899	0.661497	0.714029	0.532844	0.657423	0.979686	1.15387	0.774808	0.497283	0.461922	0.740596	0.699936	0.774905	0.827666	0.318266	0.630304	0.784461
TCTN1	7.22328	6.61941	9.27525	6.65339	7.63105	6.93851	7.29522	5.30282	7.56574	5.60171	4.90905	6.15277	5.51631	6.47853	6.51788	5.38503	6.53986	6.5726
CCDC63	0	0	0.0289914	0.0286897	0.030223	0	0	0.0327185	0	0	0.0318127	0	0	0	0	0	0	0
LOC100131138	0	0	0.429866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CUX2	0.00781223	0.0473766	0.0221672	0.0953087	0.0462656	0.00770769	0.0242087	0.00831991	0.00860637	0	0.0162137	0.0149863	0.00890767	0.00790754	0.0287518	0.008599	0.0426001	0
SH2B3	26.0883	26.7856	28.3256	20.583	19.1846	28.4372	22.1127	28.1196	25.4703	25.4013	30.1229	27.4403	13.0737	10.9444	13.2855	13.4295	13.2399	8.27238
ACAD10	11.2497	9.67578	10.5473	10.6637	8.13438	9.41438	11.045	9.32514	9.53275	12.0395	9.46564	10.7668	8.49453	7.2255	8.85695	8.80956	10.002	7.29483
ALDH2	77.0231	73.1912	78.7041	76.9954	84.4354	75.0202	61.5707	40.4068	53.8287	62.7957	41.29	56.5387	15.8293	26.0676	25.3278	15.4011	25.748	28.9808
MAPKAPK5	19.0453	17.8542	19.958	16.7105	19.5111	19.2556	20.6707	19.8968	22.7412	21.0491	21.5695	20.7361	22.8824	17.7552	20.9102	25.3235	19.627	20.7552
ADAM1A	1.29602	2.06556	2.53233	0.88004	1.41914	1.79216	1.44063	2.17307	2.51643	1.62233	1.67957	2.545	2.48064	2.20822	2.29175	1.74671	1.88344	1.86409
ERP29	123.919	139.838	145.957	138.242	147.031	134.384	134.2	127.205	134.582	145.127	128.215	135.255	155.78	199.537	164.372	156.198	178.581	216.679
TRAFD1	38.7391	38.175	40.2748	24.3549	26.9783	25.8816	45.5701	41.0218	38.9201	32.4955	29.7121	30.2805	40.5695	32.4173	34.3862	28.404	28.4847	28.1189
PTPN11	51.5893	48.0202	45.388	53.1195	45.711	45.4094	48.6304	60.645	53.6602	49.6922	55.4654	49.0064	55.5507	45.8939	51.3738	53.6224	48.2384	46.2754
RPH3A	0.0356715	0.036113	0	0.0669753	0	0.0234716	0.0368374	0	0.0131208	0.0123713	0	0.0114359	0	0	0	0	0	0
OAS1	15.6593	13.0006	15.1025	16.4353	13.5415	19.2445	8.23458	3.829	6.89093	9.47253	3.86092	8.1853	0.14983	1.61444	1.83344	0.295829	1.91151	2.44593
OAS3	31.3123	18.0716	28.8764	22.7519	9.62466	27.0044	20.2187	8.78481	18.4511	22.6745	9.62431	20.0335	2.47839	1.70915	2.62673	1.68088	2.66997	1.52352
OAS2	25.844	27.5988	25.262	25.7721	30.1906	28.9658	15.8096	7.26173	14.0133	17.2908	8.58768	13.3626	0.0727144	2.8384	3.333	0.0514516	3.59096	4.1939
DTX1	0.186871	0.413606	0.177027	0.239263	0.57077	0.520031	0.0175381	0	0.0187849	0.0531131	0.141262	0.0819737	0	0	0	0	0.0372546	0
CCDC42B	0	0.0542579	0.0498738	0	0.0558215	0.0525015	0	0	0.123123	0.172439	0	0	0	0.119863	0	0	0.058259	0.0553803
C12orf52	29.2056	27.679	27.6508	26.7138	28.4174	25.3581	32.0813	29.2858	31.1193	31.3519	28.7138	31.1952	43.7894	28.9741	25.7823	41.632	28.7728	29.1543
TPCN1	3.22253	2.91661	2.78624	3.50779	2.95811	3.43415	4.59353	5.92493	4.58687	4.4753	7.21481	4.66878	9.49344	6.19503	7.6151	11.4518	7.17414	4.31152
PLBD2	6.80567	8.85693	8.78178	8.60241	10.8547	9.60846	5.55335	6.40552	7.4038	7.44545	10.5873	9.78371	10.0231	7.45831	6.33383	8.40617	6.21733	6.15273
SDSL	14.708	16.3908	15.121	13.7463	16.74	15.7714	14.9249	15.1915	13.9718	11.8995	16.0742	13.8008	12.2541	9.27014	8.12431	11.7755	8.37629	7.00979
TBX5-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00173	0.855652	0.393766	1.48136	0.554343	0.305047	0.418837	0.753863	0.669027	0.472203	0.982933	0.543173	0.991117	0.135123	1.09066	0.62541	0.0863309	0.470091	0.692696
MAP1LC3B2	35.7292	37.2394	31.8577	34.2774	36.9798	34.0001	37.4635	39.1143	30.6642	30.0663	31.0872	27.1246	46.1893	45.1611	39.0505	43.9039	36.808	42.07
RNFT2	1.56003	1.1683	0.961011	1.66772	0.925236	0.693368	1.41004	1.02085	1.07923	0.89491	0.953059	1.13105	1.16768	0.911292	1.10833	1.00772	0.663812	1.24705
FBXW8	8.47389	9.51059	7.73725	9.03645	9.19996	8.42902	8.34401	9.53241	8.25779	8.81874	9.22183	8.48058	7.77546	7.01241	7.26375	7.14156	7.40727	6.15204
RFC5	74.284	71.42	72.0021	66.4345	68.8854	65.3895	75.0763	69.3441	75.0919	64.5383	68.0116	69.9458	85.0073	79.0765	76.7322	78.3364	76.0197	84.8529
PEBP1	450.542	428.474	471.295	449.509	428.997	406.615	456.629	359.832	417.726	451.944	360.016	420.094	444.104	440.331	417.156	391.819	406.022	508.808
SUDS3	16.3477	16.7806	17.9889	18.0247	17.7689	18.3274	15.5033	16.1757	17.1347	15.4737	17.1188	17.4677	16.407	18.3513	18.0196	13.272	16.9992	14.2934
SRRM4	0	0	0	0	0.00617721	0	0	0	0.0137831	0.00650088	0	0	0	0	0	0	0	0
HSPB8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC60	0	0	0	0.0220638	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRKAB1	19.5589	18.1617	22.4479	19.6581	24.0026	20.7507	24.4977	23.4151	21.2631	22.6385	23.6811	20.666	51.5526	36.5213	36.6483	46.1583	33.9163	40.3215
CCDC64	0.309997	0.46269	0.414675	0.273963	0.342422	0.612287	0.207063	0.136326	0.383302	0.13308	0.227495	0.264191	0.0209759	0.018518	0	0.0201999	0.0200091	0.0537809
PXN-AS1	11.0329	8.59139	9.06938	14.9131	14.3421	14.0495	13.2626	16.7326	14.4476	16.0337	16.878	16.18	23.1347	16.5978	12.9594	23.7919	16.7668	19.2566
SIRT4	1.13754	0.669344	0.981224	1.63089	1.45203	0.697759	1.11592	0.525806	0.973043	0.571384	1.02022	0.750592	0.385618	1.50219	0.820589	1.22714	0.485768	1.19741
COX6A1	383.953	436.431	440.721	405.394	439.902	434.385	346.357	400.964	397.805	396.465	368.519	358.939	521.098	622.493	490.013	524.303	477.209	570.026
GATC	17.4003	15.6019	18.5967	19.2467	17.2418	18.9558	18.942	16.7395	16	20.3117	17.1741	16.7335	19.1465	20.4216	19.4227	20.0524	20.0829	23.1844
DYNLL1	655.211	649.219	662.106	668.763	672.924	658.723	681.264	672.341	650.935	647.161	644.167	611.466	790.946	937.611	729.763	740.026	701.2	849.27
RNF10	64.489	65.133	67.2423	50.0948	39.4384	58.2423	74.7899	74.9826	70.8682	65.2236	62.7079	66.408	45.4115	49.8461	70.3157	59.0486	65.1846	42.4629
CABP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MLEC	55.3894	52.659	52.7465	49.6992	46.237	50.159	67.9788	66.9442	68.8454	64.4921	67.0932	64.7408	59.4218	64.8679	71.2429	55.2522	66.6878	49.2973
MIR4700,UNC119B	15.6152	16.415	17.2014	15.2987	16.1571	15.8171	16.5736	13.5138	16.3852	15.371	14.2965	16.158	9.13585	9.65057	11.1932	8.68654	10.316	8.60958
ACADS	9.50094	11.7514	10.113	7.11882	7.59176	8.31952	9.35175	8.3856	8.77051	8.90646	7.86189	7.77412	6.31893	5.4135	5.3705	7.072	6.59097	4.76794
HNF1A	0.172736	0.0876249	0.0490932	0.0810949	0.0853494	0.102344	0.196156	0.0922171	0.248334	0.126023	0.0718207	0.116713	0.0992683	0.157826	0.191823	0.133864	0.0757731	0.0678876
P2RX7	3.32171	4.18538	3.59822	3.79368	3.68605	3.576	3.79676	3.07571	3.24113	3.55736	2.99919	2.85592	0.921161	3.0643	2.27976	0.876051	3.07362	2.55063
P2RX4	17.5351	19.6665	20.1016	17.527	22.2029	22.0378	21.0611	21.0474	22.3087	23.7053	19.9223	22.3871	10.6543	18.8951	18.2927	11.1565	20.7698	21.2196
RNF34	55.9174	49.3654	54.5276	61.6284	58.4964	55.5438	60.1679	71.9458	60.5495	64.8062	66.5331	62.4392	78.9721	69.1951	69.8631	77.2673	71.9149	81.4112
ORAI1	75.2743	69.7716	73.2241	73.5778	70.8763	71.9977	83.0623	74.9815	74.8157	88.4283	76.7666	81.4975	67.5695	51.9144	54.7382	67.3167	55.0734	61.7067
TMEM120B	3.38745	2.68606	3.2525	2.67739	2.83017	2.76412	3.49013	3.40018	3.47417	3.66383	3.62935	3.25152	3.05446	2.15336	2.53272	2.65779	2.34153	2.14701
SETD1B	0.654687	0.674462	0.704898	0.82116	0.786823	0.888838	0.883885	0.821195	0.642341	0.92234	0.901135	0.87586	0.878541	1.19363	0.953478	1.09075	0.890042	0.841605
PSMD9	40.6024	40.2282	36.5291	42.447	44.7452	42.3538	46.6849	45.3509	44.0873	44.9673	40.0774	41.9802	67.9578	59.5537	53.422	67.2269	54.8039	63.0964
WDR66	0.0146509	0.0742429	0.118705	0.0302404	0.0144734	0.168625	0.0831368	0.0515698	0.0971117	0.0457708	0.0669473	0.0988184	0.0554759	0.0312056	0.0397141	0.154231	0.035298	0.0790627
BCL7A	11.9243	9.90158	10.0737	9.7238	6.37934	11.2052	13.3583	12.2226	13.1059	13.734	13.4762	13.6287	7.15421	7.40042	8.85288	11.4244	9.7068	6.12146
MLXIP	10.2558	8.3394	8.41609	6.42331	6.06552	8.77757	10.1747	10.2138	10.3944	11.0019	11.5575	11.0343	8.45891	7.97047	7.87336	11.0528	8.57107	5.63339
LRRC43	0.311047	0.34906	0.553419	0.584565	0.433092	0.184526	0.128333	0.266692	0.52026	0.325644	0.273272	0.30305	0	0.19029	0.30966	0.0694564	0.309518	0.277354
B3GNT4	0.0413612	0	0	0.0388878	0	0	0	0	0	0	0.0431787	0	0	0	0.051799	0	0.0920211	0.0412349
LOC100507066	0	0	0.0775751	0.152563	0	0	0	0	0	0	0.0851625	0	0	0.083913	0	0	0	0
KNTC1	19.3008	23.5541	19.1546	20.6901	19.7014	19.6402	20.8401	23.5443	23.0616	18.3244	21.1585	22.4027	16.1011	17.6021	19.9966	17.7643	20.8553	12.9723
DENR	94.2141	93.5206	96.7895	64.583	65.0722	66.6182	91.8713	94.3086	87.2902	69.105	59.7443	70.6941	95.9424	102.879	99.8649	67.8124	73.5804	78.6176
CCDC62	0.959849	0.865169	0.458579	1.08929	1.14482	0.661074	0.355817	0.601465	0.636306	0.432257	0.360841	0.446224	0.106986	0.283531	0.510963	0.179334	0.507537	0.431488
HIP1R	6.42212	4.46271	4.28754	3.55283	2.7371	3.60321	5.0811	3.15043	4.17708	4.30679	3.71515	4.16951	0.978112	1.26228	1.75716	1.45531	1.42843	1.08834
OGFOD2	9.0738	7.92142	9.73926	6.02859	6.04208	6.48252	9.91518	8.35511	8.28974	9.57957	6.74185	7.25676	8.65791	6.39282	7.936	8.34931	6.77067	6.29056
ARL6IP4	154.693	127.864	159.987	138.134	135.123	135.929	173.557	141.219	166.215	146.926	119.476	142.698	149.397	146.984	116.776	147.054	125.471	133.971
LOC100507091	0.239778	0.0813936	0.126401	0.0750851	0.184512	0.0526626	0.357347	0.370746	0.236604	0.250667	0.499312	0.232909	0.185199	0.244142	0.330629	0.32632	0.176274	0.105299
C12orf65	23.2649	20.0848	22.7257	26.0277	26.0427	25.7088	23.996	21.8999	20.596	24.459	23.9894	22.9374	25.4436	26.8282	23.4269	25.5524	23.647	26.6626
SETD8	8.07467	7.69973	7.57579	9.30919	8.53408	7.97609	8.01445	8.76187	8.94192	8.8775	9.19308	8.77074	10.6404	11.1864	9.24341	13.6317	10.3932	7.70578
SNRNP35	27.5575	27.2324	26.7377	36.982	35.355	25.265	33.8835	32.0727	29.0292	34.6183	29.8924	28.019	35.4285	36.8353	33.7264	34.296	36.3765	44.5998
MIR3908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMED2	255.273	264.664	265.394	271.917	267.675	253.599	264.22	263.732	241.542	249.388	235.458	229.84	317.18	383.829	380.105	302.406	365.671	413.437
DDX55	18.3383	16.4694	16.7877	16.5684	15.8065	15.9217	19.1736	18.8592	16.746	17.2768	15.7467	15.9202	23.0429	19.972	20.5612	21.6641	17.8174	21.1996
GTF2H3	15.3008	13.7536	13.911	15.2355	14.9328	16.41	12.0512	13.5633	12.124	14.2817	12.9277	11.953	16.3576	17.1691	16.5896	18.7239	16.4547	18.1785
TCTN2	1.59096	1.8322	1.17652	1.23884	1.84131	1.18782	1.10122	1.28483	1.69805	1.72006	1.59429	1.57575	1.13946	1.53762	1.58276	1.39786	1.81094	1.60391
ATP6V0A2	36.1878	39.7855	36.5924	34.0305	37.8704	37.5631	44.4673	82.4335	58.18	44.0058	82.6565	56.3005	56.9576	42.7682	48.1429	49.7769	48.3098	38.2919
DNAH10	0.0574892	0.0348087	0.0108677	0.0539392	0.0869637	0.0415793	0.0237589	0.0407728	0.0252925	0.00397725	0.0556405	0.0366633	0.00871089	0.0193727	0.0187617	0.0252503	0.0208507	0.0224133
FAM101A,ZNF664,ZNF664-FAM101A	8.91643	11.5767	11.0832	9.25718	11.9158	9.39257	16.5458	13.0065	18.7775	13.992	10.0479	11.0785	14.6557	16.3851	17.5572	15.883	13.6881	9.39809
MIR5188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRI3BP	34.5767	28.4454	23.6436	24.2033	17.7119	25.6374	32.8988	33.3134	39.6785	35.6828	36.6893	36.3037	37.6572	32.1375	38.0502	42.0153	36.5774	33.2948
AACS	32.4675	28.4336	30.2944	27.5812	26.3371	24.6256	34.3688	33.8007	33.1856	34.4995	33.7284	34.5724	38.3641	31.0117	28.6692	33.7581	28.1342	25.8664
TMEM132B	0.0070286	0	0	0	0	0	0.0290419	0	0	0	0	0	0	0	0	0	0	0
LOC100128554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100507206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ37505	0	0	0	0	0	0	0	0	0	0.0305844	0	0	0	0	0.0726682	0	0	0
LINC00507	0.027526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0306666	0	0
TMEM132C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLT1D1	0	0.0424763	0.0198152	0.0196309	0	0.0412968	0	0	0	0	0	0.0404519	0	0.0849808	0	0	0.0918907	0.0205829
FZD10	0	0	0	0	0	0	0	0.0181736	0	0	0	0	0	0	0	0	0	0
PIWIL1	0	0.246611	0.307147	0	0.0152571	0.320198	0	0.0662361	0.0673531	0	0.0481428	0.137281	0.0467293	0.0412086	0	0.0674686	0.177418	0
RAN	918.626	985.322	1031.06	1055.97	1056.34	1041.86	924.469	996.055	925.958	974.23	894.696	923.478	1216.29	1243.04	1008.85	1215.17	1070.29	1236.9
GPR133	0.110423	0.0101552	0.0664881	0.0376871	0.0198221	0	0	0.0106972	0.066413	0.0626287	0.0416844	0.0289282	0	0.020336	0.0123317	0.0221288	0.0219243	0.00982047
LOC116437	0.48817	0.354614	0.110226	0.26201	0.114947	0.252647	0.119948	0.0497218	0.206161	0.145651	0.0483785	0.135172	0.0268544	0.023644	0.057577	0	0.051166	0
SFSWAP	9.83249	9.49826	8.42916	7.67563	8.55964	7.34161	7.81738	7.96171	8.79268	10.2297	9.38025	9.6237	8.32717	10.0285	8.81228	8.38302	7.32735	7.45677
MMP17	1.74834	1.51053	1.65821	1.46224	0.876428	0.946586	2.34788	1.46024	1.46068	1.97623	2.86632	1.41651	1.93786	1.34008	0.860509	2.18314	1.18657	0.826917
ULK1	1.11955	0.860028	0.961281	0.924312	0.962097	0.890001	1.62731	0.79542	1.16604	1.03489	1.15153	1.31469	0.781783	0.840084	0.94253	0.857097	0.758592	0.943309
PUS1	26.1918	20.7044	23.253	20.7007	21.5706	22.8695	26.5213	27.4444	24.3487	26.4917	27.2326	27.758	32.9763	23.6362	24.1032	35.0561	23.7652	23.4123
EP400	1.8386	2.08822	1.79844	1.84518	1.99072	1.85548	1.9172	1.8155	2.16338	1.85955	1.95982	1.8369	2.03198	2.6569	1.87472	2.14591	1.89424	1.78418
SNORA49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EP400NL	1.40801	1.0298	0.994805	0.340388	1.11634	0.955439	0.912398	0.778015	0.943049	0.802596	0.797775	1.10428	0.990263	1.15184	1.1076	1.08415	0.760253	0.641255
NOC4L	28.6132	20.6742	23.458	22.3138	19.9884	21.7412	38.6281	26.4522	31.2359	32.3789	24.2555	28.0724	34.2064	21.9159	21.5052	29.5109	23.5573	21.8571
LOC100130238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBRSL1	4.43948	3.55926	3.84995	1.83583	1.96697	2.96065	3.66764	2.45623	3.32341	3.1585	3.36429	4.01617	2.16924	2.69972	1.85942	2.37009	2.02013	1.2692
P2RX2	0	0.0406964	0.029646	0	0	0.0441761	0	0	0	0	0	0	0	0	0	0	0	0
PXMP2	79.9747	66.2273	79.8967	65.4512	68.7198	67.6607	89.8018	59.0976	66.5334	70.0104	59.6294	67.9432	76.4917	83.0405	68.713	69.7004	73.1299	75.1057
PGAM5	36.8015	28.0532	34.5745	17.2499	15.4892	21.316	42.215	35.3844	34.6867	33.01	24.4527	25.7204	33.6972	24.3055	27.2947	33.4536	21.4345	20.5375
ZNF26	9.00312	10.3661	10.4149	11.0217	11.4999	8.9781	9.58686	11.4457	11.0268	10.0016	11.0812	10.7079	12.395	11.654	11.9279	9.78573	11.3222	11.511
ZNF84	12.3762	14.26	15.4801	14.0944	15.0517	14.4296	13.5121	14.6228	14.2544	13.2537	14.7373	14.2636	13.8454	14.0174	17.8935	13.2644	15.2867	15.6352
ZNF140	12.6173	16.3058	15.9521	15.7395	18.7234	16.6806	13.1193	14.6901	13.4318	14.0153	12.7173	13.0201	15.6754	17.8606	17.8882	14.1605	16.4618	17.5796
ZNF10	4.8297	5.48139	5.27684	4.91821	6.3516	4.69357	4.33352	5.77222	5.0154	4.50905	4.99015	5.54259	4.29191	5.70113	6.15549	4.28951	5.05066	5.97222
ZNF268	12.7226	14.7817	14.4332	12.3516	13.9892	12.8779	13.0967	15.4959	13.5499	13.8752	12.4957	13.3551	13.5033	13.9417	14.2869	11.3469	13.8492	13.2336
FAM138D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC574538	0.0389121	0.118539	0.0737556	0.0182704	0.134623	0.0576492	0.0200828	0	0.107676	0	0.161853	0.0752298	0	0	0.0480776	0.0431371	0.0427283	0
SLC6A12	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0179491	0	0	0	0.0347594
SLC6A13	0	0	0	0	0.0571741	0	0	0	0.0985622	0	0	0	0	0.0591875	0	0	0	0
KDM5A	11.7509	12.3247	11.3708	12.1439	11.5174	11.6528	13.1501	12.6132	12.9995	11.7338	13.4083	13.0925	12.6849	14.7606	14.9379	12.4248	14.2549	12.4896
NINJ2	24.385	29.9228	29.6008	23.2579	26.6643	27.6853	26.9523	34.3539	26.1884	28.523	27.848	25.5178	28.1124	22.8777	14.9183	23.6262	17.2237	17.7112
RAD52	5.11657	4.46285	5.63884	4.30472	4.99557	6.5918	4.62069	4.64873	6.70671	5.00598	5.65495	6.68546	5.80269	6.30618	6.24985	7.0036	5.92918	5.3964
FBXL14	13.7579	10.2225	11.4482	9.71369	9.18578	10.989	13.9645	14.2556	16.5764	13.8939	14.154	14.3739	11.9905	7.89845	10.2515	10.2201	8.92496	8.0247
MIR3649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA2D4	0.556567	0.470922	0.507478	0.636355	0.439608	0.649098	0.616625	0.517621	0.613717	0.652401	0.798404	0.583262	0.820816	0.820021	0.770771	0.948108	0.707271	1.08902
LOC100271702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCP1B	17.6917	17.9698	17.2713	20.6054	18.9519	17.0436	17.296	14.7655	16.6256	18.0632	15.3837	14.7716	18.7958	19.2233	19.7078	17.3697	18.1002	19.3292
CACNA1C-AS4	0.215847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA1C-AS1	1.38108	0.877416	0.867208	0.658266	0.904231	0.851686	1.37094	0.726704	1.03924	0.928053	0.897195	0.982887	0.904218	0.824144	0.647954	1.10461	0.719706	1.02882
LOC283440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NRIP2	0.633577	0.49828	0.406827	0.671774	0.343485	0.464325	0.464091	0.72075	0.565778	0.362495	0.446385	0.652399	0.282647	0.66462	0.328473	0.612109	0.583838	0.422504
FOXM1	48.445	45.7547	36.4226	43.562	38.0045	37.4374	52.4142	45.3623	47.8414	51.8748	49.9026	50.8845	40.4576	33.8403	36.5521	40.0822	36.2282	31.1758
EFCAB4B	4.51404	4.71504	3.30201	2.76329	2.98915	3.15727	4.68002	5.27734	5.64802	4.20883	4.80588	4.57271	4.40339	3.1523	2.76517	3.36076	3.30586	2.28297
