gene_id	sample_1	sample_2	status	value_1	value_2	log2_fold_change	test_stat	p_value	q_value	Gene Name
XLOC_005554	HSC_LacZ	HSC_shCTCF	OK	33.5216	24.3876	-0.45894	-1.96055	0.0007	0.00515778	CTDSP2
XLOC_005681	HSC_LacZ	HSC_shCTCF	OK	87.1789	47.8036	-0.866859	-3.86902	0.00005	0.000514911	CORO1C
XLOC_005698	HSC_LacZ	HSC_shCTCF	OK	9.81167	14.7095	0.584176	2.24479	0.00025	0.00214661	PPTC7
XLOC_005728	HSC_LacZ	HSC_shCTCF	OK	17.1396	11.8337	-0.534435	-2.04636	0.0017	0.0108291	WSB2
XLOC_005734	HSC_LacZ	HSC_shCTCF	OK	24.4816	17.0234	-0.524184	-2.27787	0.0001	0.000961775	GCN1L1
XLOC_005740	HSC_LacZ	HSC_shCTCF	OK	106.751	144.348	0.435301	2.36162	0.0012	0.00810807	TRIAP1
XLOC_005741	HSC_LacZ	HSC_shCTCF	OK	284.179	196.513	-0.53217	-2.07747	0.0003	0.00251452	SRSF9
XLOC_005792	HSC_LacZ	HSC_shCTCF	OK	24.0374	16.2374	-0.56596	-2.52178	0.00005	0.000514911	POLE
XLOC_005811	HSC_LacZ	HSC_shCTCF	OK	0.28271	1.1714	2.05083	2.98532	0.00005	0.000514911	TNFRSF19
XLOC_005820	HSC_LacZ	HSC_shCTCF	OK	24.8684	17.9758	-0.468261	-1.91459	0.00085	0.0060702	NUPL1
XLOC_005838	HSC_LacZ	HSC_shCTCF	OK	6.02861	11.6915	0.955556	1.9855	0.0011	0.00753475	ALOX5AP
XLOC_005861	HSC_LacZ	HSC_shCTCF	OK	9.6748	7.01757	-0.46326	-1.49458	0.0097	0.0447909	NHLRC3
XLOC_005880	HSC_LacZ	HSC_shCTCF	OK	30.6376	18.5208	-0.726153	-2.90247	0.0001	0.000961775	GTF2F2
XLOC_005933	HSC_LacZ	HSC_shCTCF	OK	2.15553	3.64072	0.756184	1.95793	0.0026	0.0153776	KLF5
XLOC_005944	HSC_LacZ	HSC_shCTCF	OK	23.1048	16.2604	-0.506825	-1.79206	0.0011	0.00753475	SLAIN1
XLOC_006097	HSC_LacZ	HSC_shCTCF	OK	0.991447	2.22988	1.16936	2.15707	0.00045	0.00354882	ENOX1
XLOC_006154	HSC_LacZ	HSC_shCTCF	OK	16.9457	23.1929	0.452769	1.82448	0.00445	0.0239008	MZT1
XLOC_006160	HSC_LacZ	HSC_shCTCF	OK	1.14135	1.8372	0.686771	1.71436	0.00385	0.0212353	KCTD12
XLOC_006269	HSC_LacZ	HSC_shCTCF	OK	2.51741	1.51286	-0.734662	-1.93033	0.00135	0.00894156	ARHGEF40
XLOC_006351	HSC_LacZ	HSC_shCTCF	OK	3.50925	2.22899	-0.654769	-1.70106	0.00315	0.0180233	FRMD6
XLOC_006355	HSC_LacZ	HSC_shCTCF	OK	5.99168	3.99203	-0.585839	-1.67333	0.00985	0.0453483	PTGER2
XLOC_006408	HSC_LacZ	HSC_shCTCF	OK	5.49836	8.52345	0.632437	2.19395	0.00015	0.00137554	MPP5
XLOC_006424	HSC_LacZ	HSC_shCTCF	OK	4.62777	3.27898	-0.497068	-1.8699	0.00125	0.00838906	PCNX
XLOC_006499	HSC_LacZ	HSC_shCTCF	OK	64.7349	50.5023	-0.358196	-1.4743	0.00975	0.0449774	UBR7
XLOC_006504	HSC_LacZ	HSC_shCTCF	OK	1.07961	1.98438	0.878183	1.94117	0.0021	0.0128976	OTUB2
XLOC_006634	HSC_LacZ	HSC_shCTCF	OK	2.55704	1.60905	-0.668263	-1.56059	0.00855	0.0404992	TECPR2
XLOC_006640	HSC_LacZ	HSC_shCTCF	OK	10.2626	6.41641	-0.677553	-2.4046	0.00015	0.00137554	TNFAIP2
XLOC_006647	HSC_LacZ	HSC_shCTCF	OK	45.4907	62.1476	0.450128	1.73315	0.00235	0.014152	ZFYVE21
XLOC_006660	HSC_LacZ	HSC_shCTCF	OK	37.4904	26.1102	-0.521904	-2.25716	0.0009	0.00636826	PLD4
XLOC_006780	HSC_LacZ	HSC_shCTCF	OK	37.9141	18.9693	-0.999069	-4.39207	0.00005	0.000514911	SEC23A
XLOC_006783	HSC_LacZ	HSC_shCTCF	OK	6.13476	4.41444	-0.474776	-1.59524	0.0081	0.038792	FBXO33
XLOC_006789	HSC_LacZ	HSC_shCTCF	OK	0.369331	0.91093	1.30242	2.25084	0.00015	0.00137554	MDGA2
XLOC_006805	HSC_LacZ	HSC_shCTCF	OK	23.8408	16.559	-0.525817	-2.02113	0.00025	0.00214661	NIN
XLOC_006850	HSC_LacZ	HSC_shCTCF	OK	11.047	7.94916	-0.474779	-1.69012	0.0072	0.0352825	SGPP1
XLOC_006863	HSC_LacZ	HSC_shCTCF	OK	22.0631	34.7398	0.654957	2.19869	0.00025	0.00214661	PIGH
XLOC_006865	HSC_LacZ	HSC_shCTCF	OK	73.9471	53.5132	-0.466599	-2.01352	0.0004	0.00321384	RDH11
XLOC_006885	HSC_LacZ	HSC_shCTCF	OK	41.6987	30.098	-0.470332	-2.11401	0.0011	0.00753475	PNMA1
XLOC_007137	HSC_LacZ	HSC_shCTCF	OK	0.885907	1.43662	0.697449	1.5627	0.0108	0.0487697	THBS1
XLOC_007145	HSC_LacZ	HSC_shCTCF	OK	3.37385	1.95587	-0.786583	-2.12818	0.0011	0.00753475	BAHD1
XLOC_007154	HSC_LacZ	HSC_shCTCF	OK	21.2122	14.9927	-0.500631	-2.08038	0.00065	0.00484541	VPS18
XLOC_007198	HSC_LacZ	HSC_shCTCF	OK	37.086	51.1249	0.463153	1.8047	0.002	0.0123842	SQRDL
XLOC_007251	HSC_LacZ	HSC_shCTCF	OK	11.959	6.07513	-0.977112	-3.15725	0.00005	0.000514911	PLEKHO2
XLOC_007263	HSC_LacZ	HSC_shCTCF	OK	5.21203	3.69948	-0.494523	-1.57946	0.007	0.0344856	SMAD3
XLOC_007331	HSC_LacZ	HSC_shCTCF	OK	15.7371	12.1847	-0.369099	-1.55832	0.00885	0.0416298	IREB2
XLOC_007342	HSC_LacZ	HSC_shCTCF	OK	108.737	137.388	0.33741	1.46176	0.0107	0.0484022	ZFAND6
XLOC_007366	HSC_LacZ	HSC_shCTCF	OK	2.57068	4.59495	0.837899	1.70035	0.00355	0.0198747	SH3GL3
XLOC_007390	HSC_LacZ	HSC_shCTCF	OK	12.8826	8.55016	-0.591399	-2.40594	0.00005	0.000514911	ABHD2
XLOC_007406	HSC_LacZ	HSC_shCTCF	OK	12.07	9.02591	-0.419279	-1.59039	0.00985	0.0453483	FURIN
XLOC_007408	HSC_LacZ	HSC_shCTCF	OK	11.7085	7.83001	-0.580473	-2.28562	0.0003	0.00251452	MAN2A2
XLOC_007426	HSC_LacZ	HSC_shCTCF	OK	8.72631	13.3279	0.611002	2.31189	0.00025	0.00214661	ARRDC4
XLOC_007463	HSC_LacZ	HSC_shCTCF	OK	6.69998	4.43126	-0.596441	-1.92472	0.0009	0.00636826	ATP10A
XLOC_007497	HSC_LacZ	HSC_shCTCF	OK	15.5788	20.7416	0.412944	1.76917	0.00425	0.0230134	ZNF770
XLOC_007536	HSC_LacZ	HSC_shCTCF	OK	7.46314	5.1497	-0.535296	-1.84726	0.0027	0.0158596	CDAN1
XLOC_007563	HSC_LacZ	HSC_shCTCF	OK	4.31697	6.24075	0.531699	1.71055	0.0036	0.0201005	MYEF2
XLOC_007587	HSC_LacZ	HSC_shCTCF	OK	3.10856	2.23357	-0.476895	-1.60977	0.00535	0.0277693	MYO5A
XLOC_007598	HSC_LacZ	HSC_shCTCF	OK	16.9298	11.1976	-0.596382	-2.37293	0.00005	0.000514911	NEDD4
XLOC_007599	HSC_LacZ	HSC_shCTCF	OK	7.66938	5.31187	-0.529889	-1.9875	0.0009	0.00636826	RFX7
XLOC_007604	HSC_LacZ	HSC_shCTCF	OK	52.2755	40.0291	-0.385087	-1.80192	0.0026	0.0153776	ADAM10
XLOC_007617	HSC_LacZ	HSC_shCTCF	OK	208.386	274.528	0.397697	2.33675	0.00235	0.014152	RPS27L
XLOC_007621	HSC_LacZ	HSC_shCTCF	OK	0.533843	1.22861	1.20254	2.07462	0.0027	0.0158596	DAPK2
XLOC_007677	HSC_LacZ	HSC_shCTCF	OK	20.1027	29.5352	0.555047	2.01099	0.00065	0.00484541	NPTN
XLOC_007699	HSC_LacZ	HSC_shCTCF	OK	68.7271	40.0139	-0.780378	-3.01648	0.00005	0.000514911	SNUPN
XLOC_007715	HSC_LacZ	HSC_shCTCF	OK	12.8549	7.12089	-0.852193	-3.19425	0.00005	0.000514911	TBC1D2B
XLOC_007783	HSC_LacZ	HSC_shCTCF	OK	46.2459	67.252	0.54025	2.34149	0.0001	0.000961775	PRC1
XLOC_007816	HSC_LacZ	HSC_shCTCF	OK	28.5495	20.1162	-0.505104	-2.13529	0.0003	0.00251452	ITFG3
XLOC_007821	HSC_LacZ	HSC_shCTCF	OK	10.0816	17.8097	0.820934	2.86202	0.00005	0.000514911	DECR2
XLOC_007823	HSC_LacZ	HSC_shCTCF	OK	5.61398	3.53626	-0.666798	-1.99307	0.0005	0.00387949	SOLH
XLOC_007828	HSC_LacZ	HSC_shCTCF	OK	12.5536	7.45246	-0.752316	-2.38235	0.00005	0.000514911	PIGQ
XLOC_007832	HSC_LacZ	HSC_shCTCF	OK	6.52777	4.49923	-0.536912	-1.84284	0.0018	0.01135	WDR90
XLOC_007833	HSC_LacZ	HSC_shCTCF	OK	33.0156	24.7563	-0.415352	-1.79838	0.00595	0.0302398	RHOT2
XLOC_007841	HSC_LacZ	HSC_shCTCF	OK	14.1086	9.08546	-0.634943	-2.12608	0.0002	0.00176911	CHTF18
XLOC_007851	HSC_LacZ	HSC_shCTCF	OK	24.735	17.73	-0.480363	-1.63782	0.00895	0.0420055	TELO2
XLOC_007854	HSC_LacZ	HSC_shCTCF	OK	35.5209	47.0203	0.404615	1.81641	0.0039	0.0214536	HN1L
XLOC_007855	HSC_LacZ	HSC_shCTCF	OK	3.58392	2.48705	-0.527103	-1.4864	0.011	0.0494714	MAPK8IP3
XLOC_007872	HSC_LacZ	HSC_shCTCF	OK	12.2632	9.06577	-0.435828	-1.50897	0.00805	0.0385983	TRAF7
XLOC_007880	HSC_LacZ	HSC_shCTCF	OK	34.9843	25.8578	-0.436108	-1.93465	0.00135	0.00894156	CCNF
XLOC_007881	HSC_LacZ	HSC_shCTCF	OK	21.0195	12.8439	-0.710646	-2.61352	0.00005	0.000514911	C16orf59
XLOC_007998	HSC_LacZ	HSC_shCTCF	OK	22.101	13.1647	-0.747435	-2.64374	0.00025	0.00214661	DCTN5
XLOC_008014	HSC_LacZ	HSC_shCTCF	OK	2.51613	4.33769	0.785721	2.14949	0.0002	0.00176911	IL21R
XLOC_008020	HSC_LacZ	HSC_shCTCF	OK	15.0807	10.9144	-0.466472	-1.69062	0.0033	0.0187197	ATXN2L
XLOC_008027	HSC_LacZ	HSC_shCTCF	OK	3.46744	5.80078	0.742374	1.6121	0.00595	0.0302398	LAT
XLOC_008032	HSC_LacZ	HSC_shCTCF	OK	23.572	16.6475	-0.501769	-2.14992	0.0002	0.00176911	SPN
XLOC_008052	HSC_LacZ	HSC_shCTCF	OK	13.7944	10.3125	-0.419688	-1.5785	0.0065	0.0324969	ITGAL
XLOC_008064	HSC_LacZ	HSC_shCTCF	OK	47.0264	36.0313	-0.38422	-1.7533	0.00735	0.0358654	ORAI3
XLOC_008068	HSC_LacZ	HSC_shCTCF	OK	3.29339	1.95565	-0.751927	-2.17826	0.0003	0.00251452	ZNF646
XLOC_008076	HSC_LacZ	HSC_shCTCF	OK	5.55972	3.49409	-0.670093	-1.86859	0.0016	0.0102984	ARMC5
XLOC_008103	HSC_LacZ	HSC_shCTCF	OK	24.6274	16.647	-0.565005	-2.2323	0.0002	0.00176911	RBL2
XLOC_008145	HSC_LacZ	HSC_shCTCF	OK	38.5297	27.4485	-0.489242	-2.03848	0.0002	0.00176911	GPR56
XLOC_008179	HSC_LacZ	HSC_shCTCF	OK	33.5452	14.2673	-1.23339	-4.89341	0.00005	0.000514911	CTCF
XLOC_008180	HSC_LacZ	HSC_shCTCF	OK	12.2883	7.73115	-0.668533	-1.92514	0.00265	0.0156206	RLTPR
XLOC_008186	HSC_LacZ	HSC_shCTCF	OK	31.0222	22.9543	-0.434538	-1.93666	0.00115	0.00782337	EDC4
XLOC_008205	HSC_LacZ	HSC_shCTCF	OK	15.5177	11.1733	-0.473864	-1.76086	0.0029	0.016821	WWP2
XLOC_008232	HSC_LacZ	HSC_shCTCF	OK	18.3316	13.7192	-0.418137	-1.67197	0.00785	0.037813	ZFP1
XLOC_008255	HSC_LacZ	HSC_shCTCF	OK	88.0552	159.003	0.852574	4.35817	0.00005	0.000514911	HSBP1
XLOC_008256	HSC_LacZ	HSC_shCTCF	OK	15.607	11.0939	-0.492425	-1.79118	0.00565	0.0290199	MLYCD
XLOC_008288	HSC_LacZ	HSC_shCTCF	OK	91.5445	130.194	0.508119	3.11662	0.00175	0.0110888	TRAPPC2L
XLOC_008303	HSC_LacZ	HSC_shCTCF	OK	0.32686	0.70448	1.10789	1.70705	0.0089	0.0418167	SPIRE2
XLOC_008309	HSC_LacZ	HSC_shCTCF	OK	5.89534	3.85431	-0.613104	-1.65083	0.00425	0.0230134	GAS8
XLOC_008317	HSC_LacZ	HSC_shCTCF	OK	13.8915	9.77085	-0.507647	-1.925	0.0023	0.0138998	TMEM8A
XLOC_008321	HSC_LacZ	HSC_shCTCF	OK	6.19372	4.28583	-0.531232	-1.60598	0.0103	0.0469751	WDR24
XLOC_008336	HSC_LacZ	HSC_shCTCF	OK	30.1749	22.7448	-0.407812	-1.69441	0.003	0.0173049	CLCN7
XLOC_008353	HSC_LacZ	HSC_shCTCF	OK	7.39489	4.95759	-0.576889	-1.8352	0.00415	0.0225664	ZNF598
XLOC_008387	HSC_LacZ	HSC_shCTCF	OK	15.7877	11.2915	-0.483567	-1.59064	0.00715	0.0350815	NLRC3
XLOC_008428	HSC_LacZ	HSC_shCTCF	OK	8.43873	11.6122	0.460541	1.76494	0.0025	0.0148857	CPPED1
XLOC_008444	HSC_LacZ	HSC_shCTCF	OK	317.357	428.945	0.434686	2.27206	0.00085	0.0060702	ARL6IP1
XLOC_008468	HSC_LacZ	HSC_shCTCF	OK	6.18622	9.23942	0.578743	1.88988	0.0029	0.016821	CDR2
XLOC_008483	HSC_LacZ	HSC_shCTCF	OK	19.1341	14.2285	-0.427358	-1.85763	0.0017	0.0108291	GTF3C1
XLOC_008541	HSC_LacZ	HSC_shCTCF	OK	17.621	12.81	-0.460019	-1.60163	0.005	0.0262781	C16orf58
XLOC_008620	HSC_LacZ	HSC_shCTCF	OK	2.33947	1.14134	-1.03545	-1.62105	0.00685	0.0338919	LRRC29
XLOC_008628	HSC_LacZ	HSC_shCTCF	OK	4.49171	2.43351	-0.88423	-2.08225	0.00375	0.0207827	ENKD1
XLOC_008662	HSC_LacZ	HSC_shCTCF	OK	2.80995	1.77314	-0.664234	-1.91079	0.00135	0.00894156	PHLPP2
XLOC_008699	HSC_LacZ	HSC_shCTCF	OK	10.1737	13.9403	0.454412	1.61631	0.00535	0.0277693	HSDL1
XLOC_008724	HSC_LacZ	HSC_shCTCF	OK	26.7795	16.3603	-0.710928	-2.9165	0.00005	0.000514911	PIEZO1
XLOC_008729	HSC_LacZ	HSC_shCTCF	OK	17.1483	12.0111	-0.513694	-1.92607	0.0008	0.00577152	CBFA2T3
XLOC_008750	HSC_LacZ	HSC_shCTCF	OK	6.57417	4.6716	-0.492892	-1.71029	0.00295	0.0170656	WDR81
XLOC_008806	HSC_LacZ	HSC_shCTCF	OK	98.6651	75.6828	-0.382574	-1.68207	0.0036	0.0201005	ACADVL
XLOC_008807	HSC_LacZ	HSC_shCTCF	OK	64.7116	49.3403	-0.39126	-1.82324	0.00915	0.0427605	ELP5
XLOC_008845	HSC_LacZ	HSC_shCTCF	OK	34.6837	25.3175	-0.454121	-2.04802	0.0007	0.00515778	PFAS
XLOC_008911	HSC_LacZ	HSC_shCTCF	OK	1.03091	1.77531	0.784148	1.6438	0.0099	0.0455309	SLC47A1
XLOC_008981	HSC_LacZ	HSC_shCTCF	OK	3.54829	6.11702	0.785707	1.72533	0.0034	0.0191784	TMEM98
XLOC_009023	HSC_LacZ	HSC_shCTCF	OK	27.7685	20.4319	-0.442628	-1.80627	0.0011	0.00753475	LASP1
XLOC_009044	HSC_LacZ	HSC_shCTCF	OK	38.4264	28.5303	-0.429606	-1.95583	0.0012	0.00810807	CASC3
XLOC_009046	HSC_LacZ	HSC_shCTCF	OK	5.18466	3.71144	-0.482272	-1.58142	0.0099	0.0455309	WIPF2
XLOC_009049	HSC_LacZ	HSC_shCTCF	OK	10.1955	6.16277	-0.726279	-2.32087	0.00065	0.00484541	IGFBP4
XLOC_009068	HSC_LacZ	HSC_shCTCF	OK	89.2907	64.4469	-0.470401	-2.28962	0.00015	0.00137554	STAT5A
XLOC_009069	HSC_LacZ	HSC_shCTCF	OK	16.018	22.1545	0.467909	1.8069	0.00135	0.00894156	ATP6V0A1,MIR5010
XLOC_009070	HSC_LacZ	HSC_shCTCF	OK	18.8353	11.765	-0.678934	-2.59887	0.00005	0.000514911	NAGLU
XLOC_009072	HSC_LacZ	HSC_shCTCF	OK	53.102	36.933	-0.523858	-2.1221	0.0006	0.00452841	COASY
XLOC_009100	HSC_LacZ	HSC_shCTCF	OK	83.4791	52.372	-0.67262	-2.71645	0.00005	0.000514911	G6PC3
XLOC_009159	HSC_LacZ	HSC_shCTCF	OK	0.600596	0.297425	-1.01387	-1.59615	0.007	0.0344856	ITGA3
XLOC_009184	HSC_LacZ	HSC_shCTCF	OK	8.97846	5.27242	-0.768003	-2.29007	0.00045	0.00354882	NOG
XLOC_009188	HSC_LacZ	HSC_shCTCF	OK	22.1988	15.995	-0.472861	-1.87003	0.0008	0.00577152	AKAP1
XLOC_009205	HSC_LacZ	HSC_shCTCF	OK	79.3268	47.6509	-0.735305	-3.52197	0.00005	0.000514911	CLTC
XLOC_009219	HSC_LacZ	HSC_shCTCF	OK	4.07331	2.05512	-0.986977	-2.90431	0.00005	0.000514911	MRC2
XLOC_009222	HSC_LacZ	HSC_shCTCF	OK	13.3447	8.09039	-0.721983	-2.64752	0.00005	0.000514911	ACE
XLOC_009246	HSC_LacZ	HSC_shCTCF	OK	375.138	496.617	0.40471	2.14732	0.00115	0.00782337	KPNA2
XLOC_009270	HSC_LacZ	HSC_shCTCF	OK	99.6429	70.3577	-0.502059	-2.13776	0.00025	0.00214661	MIR3615,SLC9A3R1
XLOC_009284	HSC_LacZ	HSC_shCTCF	OK	29.9777	21.8848	-0.453965	-1.88871	0.0048	0.0254141	TSEN54
XLOC_009312	HSC_LacZ	HSC_shCTCF	OK	28.9994	21.1617	-0.45457	-1.61388	0.0058	0.0296302	TMC8
XLOC_009322	HSC_LacZ	HSC_shCTCF	OK	37.8646	20.048	-0.917392	-3.67335	0.00005	0.000514911	CBX2
XLOC_009348	HSC_LacZ	HSC_shCTCF	OK	7.23238	4.70894	-0.619067	-1.87199	0.0036	0.0201005	LRRC45
XLOC_009369	HSC_LacZ	HSC_shCTCF	OK	7.16028	10.2014	0.510672	1.82512	0.00205	0.0126363	ABR
XLOC_009377	HSC_LacZ	HSC_shCTCF	OK	35.1163	24.9989	-0.490278	-2.01006	0.00035	0.00286871	SCARF1
XLOC_009393	HSC_LacZ	HSC_shCTCF	OK	15.1261	11.1756	-0.436686	-1.77032	0.0032	0.0182563	CLUH
XLOC_009410	HSC_LacZ	HSC_shCTCF	OK	51.6511	35.3305	-0.547884	-2.38782	0.00005	0.000514911	ATP2A3
XLOC_009412	HSC_LacZ	HSC_shCTCF	OK	9.07669	12.4216	0.452616	1.8241	0.00175	0.0110888	ANKFY1
XLOC_009428	HSC_LacZ	HSC_shCTCF	OK	5.82342	4.1076	-0.503569	-1.65217	0.0076	0.0368519	ZNF594
XLOC_009462	HSC_LacZ	HSC_shCTCF	OK	3.14687	1.91646	-0.715472	-2.02953	0.0009	0.00636826	ZBTB4
XLOC_009475	HSC_LacZ	HSC_shCTCF	OK	9.26815	6.39768	-0.534732	-1.69101	0.00935	0.0435058	VAMP2
XLOC_009491	HSC_LacZ	HSC_shCTCF	OK	9.10154	5.20617	-0.80589	-2.66197	0.00005	0.000514911	PIK3R5
XLOC_009512	HSC_LacZ	HSC_shCTCF	OK	1.24041	2.89308	1.22179	2.07161	0.0007	0.00515778	PMP22
XLOC_009536	HSC_LacZ	HSC_shCTCF	OK	59.4966	42.4772	-0.486117	-2.14845	0.00025	0.00214661	FLII
XLOC_009549	HSC_LacZ	HSC_shCTCF	OK	36.1415	21.0939	-0.776832	-2.45719	0.00005	0.000514911	MFAP4
XLOC_009575	HSC_LacZ	HSC_shCTCF	OK	55.7584	44.7672	-0.316747	-1.45129	0.01075	0.0485829	KIAA0100
XLOC_009585	HSC_LacZ	HSC_shCTCF	OK	24.5088	15.4904	-0.661919	-2.59113	0.0002	0.00176911	DHRS13
XLOC_009588	HSC_LacZ	HSC_shCTCF	OK	22.2938	14.4725	-0.623329	-2.15427	0.00025	0.00214661	MYO18A,TIAF1
XLOC_009590	HSC_LacZ	HSC_shCTCF	OK	6.71097	4.51613	-0.571435	-1.79147	0.0039	0.0214536	ABHD15
XLOC_009640	HSC_LacZ	HSC_shCTCF	OK	17.6957	13.1438	-0.429017	-1.90255	0.00205	0.0126363	ACACA
XLOC_009735	HSC_LacZ	HSC_shCTCF	OK	155.589	118.216	-0.396306	-1.84016	0.0013	0.0086707	ACLY
XLOC_009740	HSC_LacZ	HSC_shCTCF	OK	44.248	59.3926	0.424672	1.67188	0.0035	0.01964	RAB5C
XLOC_009781	HSC_LacZ	HSC_shCTCF	OK	0.366001	0.711606	0.959229	1.77452	0.0021	0.0128976	GJC1
XLOC_009808	HSC_LacZ	HSC_shCTCF	OK	2.90659	0.951562	-1.61096	-2.01634	0.002	0.0123842	COPZ2
XLOC_009866	HSC_LacZ	HSC_shCTCF	OK	1.78893	0.661029	-1.43631	-2.65337	0.00015	0.00137554	MPO
XLOC_009891	HSC_LacZ	HSC_shCTCF	OK	11.3752	8.41998	-0.433997	-1.73119	0.00585	0.0298297	APPBP2
XLOC_009901	HSC_LacZ	HSC_shCTCF	OK	70.2815	52.37	-0.424404	-2.02848	0.00095	0.00666836	CCDC47
XLOC_009923	HSC_LacZ	HSC_shCTCF	OK	3.49931	5.21503	0.575603	1.6945	0.00595	0.0302398	AMZ2P1
XLOC_009929	HSC_LacZ	HSC_shCTCF	OK	87.5205	64.8826	-0.43179	-1.81631	0.00115	0.00782337	PSMD12
XLOC_009973	HSC_LacZ	HSC_shCTCF	OK	358.544	476.221	0.409479	2.1129	0.00105	0.0072473	H3F3B
XLOC_009975	HSC_LacZ	HSC_shCTCF	OK	51.933	41.3428	-0.329016	-1.5339	0.0109	0.049119	UNC13D
XLOC_009977	HSC_LacZ	HSC_shCTCF	OK	18.2702	10.2697	-0.831106	-3.03099	0.00005	0.000514911	TRIM47
XLOC_009978	HSC_LacZ	HSC_shCTCF	OK	13.7561	8.34519	-0.72105	-2.36599	0.00005	0.000514911	TRIM65
XLOC_010017	HSC_LacZ	HSC_shCTCF	OK	180.137	139.275	-0.371157	-1.96946	0.0039	0.0214536	EIF4A3
XLOC_010028	HSC_LacZ	HSC_shCTCF	OK	25.3075	19.3146	-0.389874	-1.54196	0.00815	0.0389778	SLC38A10
XLOC_010055	HSC_LacZ	HSC_shCTCF	OK	13.3123	9.34234	-0.510909	-2.14395	0.0002	0.00176911	FASN
XLOC_010131	HSC_LacZ	HSC_shCTCF	OK	3.34679	2.01216	-0.734037	-2.23287	0.00005	0.000514911	LDLRAD4
XLOC_010208	HSC_LacZ	HSC_shCTCF	OK	12.8053	17.9934	0.490731	2.11269	0.00045	0.00354882	RAB27B
XLOC_010259	HSC_LacZ	HSC_shCTCF	OK	7.56661	5.21911	-0.535843	-1.62005	0.00435	0.0234594	CTDP1
XLOC_010269	HSC_LacZ	HSC_shCTCF	OK	11.2116	5.53852	-1.01742	-3.6711	0.00005	0.000514911	YES1
XLOC_010332	HSC_LacZ	HSC_shCTCF	OK	21.6344	31.1592	0.526332	1.55437	0.0075	0.0364525	INO80C
XLOC_010354	HSC_LacZ	HSC_shCTCF	OK	49.411	37.8194	-0.385707	-1.77312	0.00665	0.0330961	HDHD2
XLOC_010387	HSC_LacZ	HSC_shCTCF	OK	31.1178	17.5719	-0.824467	-3.6247	0.00005	0.000514911	LMAN1
XLOC_010394	HSC_LacZ	HSC_shCTCF	OK	24.4363	33.4737	0.454001	2.0076	0.00085	0.0060702	VPS4B
XLOC_010400	HSC_LacZ	HSC_shCTCF	OK	0.550128	0.894351	0.701072	1.52963	0.009	0.0421907	DSEL
XLOC_010443	HSC_LacZ	HSC_shCTCF	OK	2.45055	1.58423	-0.629324	-1.74971	0.0043	0.0232439	ABCA7
XLOC_010444	HSC_LacZ	HSC_shCTCF	OK	28.4683	18.2172	-0.644052	-1.71374	0.00555	0.0286027	HMHA1
XLOC_010446	HSC_LacZ	HSC_shCTCF	OK	17.9859	12.5987	-0.513588	-2.00404	0.0014	0.00921562	STK11
XLOC_010454	HSC_LacZ	HSC_shCTCF	OK	14.009	21.1204	0.592284	1.9945	0.00055	0.00420702	DAZAP1
XLOC_010485	HSC_LacZ	HSC_shCTCF	OK	71.9176	54.8588	-0.390622	-1.89172	0.00665	0.0330961	HMG20B
XLOC_010486	HSC_LacZ	HSC_shCTCF	OK	3.28198	0.87789	-1.90245	-4.39089	0.00005	0.000514911	GIPC3
XLOC_010495	HSC_LacZ	HSC_shCTCF	OK	2.92627	5.37983	0.878497	2.09676	0.0073	0.0356734	EBI3
XLOC_010508	HSC_LacZ	HSC_shCTCF	OK	40.3138	16.7625	-1.26604	-5.07086	0.00005	0.000514911	UHRF1
XLOC_010524	HSC_LacZ	HSC_shCTCF	OK	0.534445	2.64844	2.30903	3.93823	0.00005	0.000514911	TNFSF9
XLOC_010531	HSC_LacZ	HSC_shCTCF	OK	5.3938	3.70619	-0.541364	-1.66336	0.00415	0.0225664	ARHGEF18
XLOC_010565	HSC_LacZ	HSC_shCTCF	OK	79.3971	58.0471	-0.451862	-1.7188	0.0024	0.014396	PIN1
XLOC_010589	HSC_LacZ	HSC_shCTCF	OK	31.3245	24.5123	-0.353788	-1.5113	0.0073	0.0356734	SMARCA4
XLOC_010631	HSC_LacZ	HSC_shCTCF	OK	10.4655	6.83794	-0.614003	-2.16119	0.0007	0.00515778	CC2D1A
XLOC_010638	HSC_LacZ	HSC_shCTCF	OK	36.0424	24.9318	-0.531711	-2.11017	0.0004	0.00321384	PKN1
XLOC_010661	HSC_LacZ	HSC_shCTCF	OK	31.467	21.7507	-0.532775	-2.24896	0.00055	0.00420702	HSH2D
XLOC_010670	HSC_LacZ	HSC_shCTCF	OK	11.8202	8.51624	-0.472968	-1.8667	0.0008	0.00577152	MYO9B
XLOC_010674	HSC_LacZ	HSC_shCTCF	OK	19.6399	13.0051	-0.594716	-2.34971	0.0001	0.000961775	ANKLE1
XLOC_010682	HSC_LacZ	HSC_shCTCF	OK	36.161	22.0838	-0.711447	-3.06817	0.00005	0.000514911	GLT25D1
XLOC_010693	HSC_LacZ	HSC_shCTCF	OK	12.3142	6.83967	-0.848322	-2.85464	0.00005	0.000514911	PIK3R2
XLOC_010694	HSC_LacZ	HSC_shCTCF	OK	46.0146	27.5049	-0.742402	-3.23769	0.00005	0.000514911	IFI30
XLOC_010698	HSC_LacZ	HSC_shCTCF	OK	2.25552	6.39071	1.50252	2.7301	0.00005	0.000514911	GDF15
