attrib_name,average surv>24 months,average surv<24 months,log2FC stratified by survival
REXO2,-0.022196515,0.124367692,0.146564207
TRIM25,-0.076680512,0.069817687,0.146498199
DMRT3,-0.095794595,0.050508943,0.146303538
RBPMS2,0.022172262,0.16845217,0.146279909
TMEM173,-0.145295448,0.000926353,0.146221801
SLC2A10,0.080394452,0.226589098,0.146194646
ABCC2,-0.069690292,0.076438103,0.146128395
FILIP1L,-0.012300213,0.133585951,0.145886164
USF1,-0.095942959,0.049891607,0.145834566
C2orf7,-0.096589723,0.049126101,0.145715823
DAB2IP,0.137054196,0.282747447,0.14569325
TACC1,-0.02525441,0.120419524,0.145673934
OR2M5,-0.024081117,0.121484617,0.145565734
ATG3,-0.071134673,0.074367912,0.145502585
MLXIPL,-0.170693279,-0.025270123,0.145423156
CLIC5,0.121779552,0.267158288,0.145378736
TRAF3,-0.067777027,0.077550172,0.145327199
MAF1,-0.111811522,0.033494285,0.145305807
SH3GL1,-0.082759815,0.062527088,0.145286903
BCAM,0.134982539,0.280234346,0.145251807
PCSK6,-0.031311486,0.11390089,0.145212376
DUSP18,-0.09956458,0.0455819,0.145146481
GPR3,-0.103132432,0.041924543,0.145056976
STOM,-0.024962909,0.120084542,0.145047451
ACAT1,-0.057798542,0.087231892,0.145030434
SCARNA12,-0.158157575,-0.013136119,0.145021456
ANKRD26P1,-0.029495982,0.115471389,0.144967371
MEX3D,-0.125583606,0.019382095,0.144965701
TDRD7,-0.084608037,0.060318749,0.144926786
ANAPC16,-0.072289083,0.07263629,0.144925372
TK2,-0.126568883,0.018239285,0.144808168
MAD1L1,-0.100066465,0.044729121,0.144795586
CALM1,-0.041283642,0.103406417,0.144690059
GIMAP4,0.075187553,0.219795308,0.144607755
GATA3,0.088822653,0.233403584,0.144580931
EIF2AK2,-0.018510028,0.126022865,0.144532894
C1orf187,-0.095763727,0.048747429,0.144511156
CNFN,-0.042225,0.102219439,0.144444439
PORCN,-0.088452383,0.055931274,0.144383656
PCGF2,0.089003201,0.233386353,0.144383153
FAM47C,-0.049266074,0.095090653,0.144356727
TNIP2,-0.128657112,0.015636741,0.144293853
FBXL8,-0.15968478,-0.015404397,0.144280382
TELO2,-0.156775498,-0.012598272,0.144177226
SIRPG,0.063414296,0.207589213,0.144174917
SLFN14,0.035604445,0.179762887,0.144158442
OBFC2B,-0.099825142,0.044210841,0.144035983
CLRN3,-0.058358642,0.085648268,0.14400691
CABIN1,-0.129772582,0.014175111,0.143947693
CLEC4F,0.00197692,0.145852073,0.143875153
CECR1,-0.016350427,0.127451801,0.143802228
RRP7A,-0.081792888,0.061972502,0.143765389
PRR24,-0.122824858,0.020900094,0.143724951
MPG,-0.155626387,-0.012015421,0.143610966
DOCK6,0.031556401,0.175158708,0.143602307
THAP4,-0.1026649,0.040851825,0.143516726
TTC39C,-0.073581472,0.069893703,0.143475175
AMIGO2,0.01740192,0.160868472,0.143466552
ARL3,-0.072945697,0.070514185,0.143459882
CACNG1,-0.090069701,0.053271512,0.143341213
COL6A1,0.154634282,0.29796133,0.143327049
LQK1,-0.05297059,0.090165059,0.14313565
TMEM196,-0.090789545,0.052341864,0.143131408
ZNF821,-0.049038407,0.094017824,0.14305623
C15orf48,-0.063814367,0.079166178,0.142980545
C17orf91,-0.049040505,0.093900128,0.142940633
HIST3H3,-0.085716536,0.057198093,0.142914629
RASSF9,0.078309637,0.221216395,0.142906757
GPR143,-0.073137233,0.069735536,0.142872769
UBC,-0.089249218,0.053601707,0.142850925
FOXRED1,-0.098901351,0.043920622,0.142821973
C20orf186,-0.012418421,0.130394339,0.14281276
RABGGTA,-0.127004623,0.01579454,0.142799163
C9orf129,-0.108103698,0.034610214,0.142713913
ATP1B4,-0.073288798,0.069346554,0.142635352
TXNDC16,-0.001481437,0.141141563,0.142623
MAGEA9B,-0.062646764,0.079907171,0.142553935
EMD,-0.085420839,0.057117464,0.142538303
TSSC1,-0.082561771,0.059960597,0.142522368
VPS26B,-0.083017639,0.059469361,0.142487
HAS2AS,-0.050062269,0.09242166,0.142483929
FCHO1,-0.09745064,0.044977422,0.142428062
USP5,-0.09607155,0.046352059,0.142423609
CLDN22,-0.093678414,0.048702506,0.14238092
BCAS1,-0.005150711,0.137207993,0.142358705
INSM2,-0.079225782,0.06312729,0.142353072
MYRIP,-0.022839296,0.119379359,0.142218654
APOBEC3D,-0.069863478,0.07231298,0.142176458
VPREB3,-0.039610562,0.102527326,0.142137888
ART1,-0.04830224,0.093718371,0.142020611
TWIST2,-0.014388762,0.127628125,0.142016887
ERCC2,-0.111538016,0.030478301,0.142016317
FAM86C,-0.113887482,0.028046608,0.14193409
CACNA1A,-0.0741367,0.067685679,0.141822378
DYRK3,0.006023151,0.147816605,0.141793454
FPGS,-0.151777916,-0.010016599,0.141761317
MXD3,-0.075954872,0.065757671,0.141712543
UQCR11,-0.10524872,0.036349994,0.141598714
DAK,-0.125918385,0.015613548,0.141531933
ISYNA1,-0.097539687,0.043906712,0.141446399
RASGRP2,-0.098046159,0.043263719,0.141309878
GALNT13,-0.009607219,0.131675789,0.141283008
SPI1,-0.149180761,-0.007960348,0.141220413
RAB5C,-0.098995733,0.042180251,0.141175983
C1orf183,-0.111977845,0.029190516,0.14116836
DCPS,-0.093770626,0.04738847,0.141159096
DHCR24,-0.079921408,0.061210653,0.141132061
TBC1D2,-0.08570064,0.055403231,0.141103871
TSPAN17,-0.041684744,0.099405336,0.14109008
MMP28,0.000892425,0.141934187,0.141041762
AQP2,-0.013820341,0.127141253,0.140961594
SMC4,-0.057867354,0.083040164,0.140907519
NR1D1,-0.136190505,0.004606474,0.140796979
PLEKHJ1,-0.106588514,0.034171549,0.140760063
AMDHD2,-0.114346871,0.026388952,0.140735823
SSTR3,-0.055817496,0.084902224,0.140719721
SKI,-0.078542994,0.062175658,0.140718652
CHMP1A,-0.10081458,0.039853374,0.140667954
FLJ26850,-0.099169595,0.041495023,0.140664617
RAB9B,-0.086682112,0.053973163,0.140655276
LOC100130274,-0.077578947,0.063017424,0.140596372
DHX34,-0.086050107,0.054453297,0.140503403
GYPE,0.197029836,0.337516738,0.140486902
C19orf20,-0.148948222,-0.008618517,0.140329705
RAPGEF1,-0.085973613,0.05434769,0.140321303
FCAR,0.10802059,0.248238105,0.140217515
ATP6V0C,-0.114938549,0.025263633,0.140202182
NUDT6,-0.103658962,0.036520869,0.140179831
ZNF135,0.058558642,0.198700465,0.140141824
GPN2,-0.105120413,0.035020444,0.140140857
BLVRA,0.041780797,0.181916879,0.140136083
CRLF1,-0.107491821,0.032637515,0.140129336
GPR172A,-0.135913371,0.004211784,0.140125155
SMPD2,-0.080712624,0.059386482,0.140099106
TREML2P1,-0.097630797,0.042372186,0.140002982
RBCK1,-0.104735277,0.035216602,0.13995188
MUL1,-0.083692425,0.056244652,0.139937078
TPD52L2,-0.063028556,0.076903574,0.13993213
C2orf39,-0.104054445,0.035824885,0.13987933
TRIM44,-0.05069776,0.089152388,0.139850148
CCDC68,0.148475071,0.288321208,0.139846137
OBFC1,-0.112166287,0.027672892,0.139839179
MCM2,-0.084969808,0.054814636,0.139784444
FBLL1,-0.066211273,0.073521554,0.139732827
MESP1,-0.075520839,0.064144655,0.139665494
STAC3,-0.124982468,0.014619362,0.13960183
ACPT,-0.12853798,0.011056094,0.139594074
KCNAB2,-0.160990327,-0.021409144,0.139581184
USF2,-0.095216074,0.044315789,0.139531863
PLEKHG4,-0.050855192,0.088676532,0.139531724
ETV2,-0.100236415,0.039262334,0.139498749
GJB4,-0.052773186,0.086696502,0.139469689
IFITM2,-0.05209936,0.087333024,0.139432384
VARS2,-0.108935597,0.030491509,0.139427106
CHI3L2,0.045134459,0.184467201,0.139332742
SLC25A24,-0.042387945,0.096913263,0.139301207
C9orf57,-0.070386131,0.06889504,0.139281171
CNN1,-0.001085633,0.138187168,0.139272801
DR1,-0.049784353,0.089478471,0.139262824
UBL7,-0.088438727,0.050801603,0.13924033
C11orf68,-0.092936131,0.046300004,0.139236135
C21orf88,-0.082964154,0.056266306,0.13923046
FLJ45079,-0.044730868,0.094439709,0.139170577
EIF1AY,-0.106680512,0.03246353,0.139144042
PSMD4,-0.075487589,0.063646224,0.139133813
C6orf155,0.014012482,0.153081567,0.139069085
9-Mar,-0.043430228,0.095543188,0.138973416
TBX20,-0.103331294,0.035631056,0.13896235
CLPP,-0.109082539,0.029845142,0.138927681
ETFDH,-0.068554018,0.070352614,0.138906632
C11orf48,-0.106315683,0.032530918,0.1388466
HMOX2,-0.118685171,0.020152198,0.138837369
PLK3,-0.151061202,-0.012284174,0.138777028
LOC285045,-0.048062447,0.090673688,0.138736135
ADAMTSL4,-0.118470377,0.020263251,0.138733628
C12orf69,0.028522973,0.167206992,0.138684019
CCDC97,-0.102665434,0.036015603,0.138681037
FAM128A,-0.090502454,0.048166046,0.1386685
EXTL3,-0.072459922,0.066198584,0.138658506
SMPD1,-0.069073755,0.069582654,0.138656409
AIF1,-0.070350889,0.068195609,0.138546498
UNC13C,-0.013094417,0.125435319,0.138529736
NAPA,-0.063519275,0.075006142,0.138525416
LOC729375,-0.091339047,0.047183226,0.138522273
FAM170B,-0.07092628,0.067557949,0.138484229
SARS,-0.06889143,0.069555975,0.138447405
SPATA17,-0.139937447,-0.001494103,0.138443344
TNFRSF4,-0.145498293,-0.007067602,0.138430691
CTSZ,-0.06707059,0.071255722,0.138326312
LRMP,-0.089384104,0.048853991,0.138238095
C6orf168,-0.014411629,0.123787311,0.138198939
LRSAM1,-0.125660953,0.012533078,0.138194031
BMF,-0.098120555,0.040067726,0.13818828
C6orf106,-0.0710867,0.067012042,0.138098742
PCNXL3,-0.107107183,0.030946092,0.138053275
ABCB6,0.058026565,0.196058864,0.1380323
UBL4B,-0.05293069,0.085092544,0.138023234
HEPACAM,-0.05513862,0.082860875,0.137999495
FAM58B,-0.045201565,0.092796365,0.137997929
LRG1,-0.107098044,0.030899802,0.137997846
FAM69A,0.010570306,0.148480573,0.137910267
CLCA2,0.051240149,0.189074949,0.1378348
YWHAH,-0.066005156,0.071817593,0.13782275
RSU1,-0.051589331,0.086093729,0.137683061
DPPA2,0.029228058,0.166905734,0.137677675
SIGIRR,-0.133375071,0.004300472,0.137675543
SLC7A6OS,-0.074143848,0.063521035,0.137664882
TMEM65,-0.042978414,0.094594944,0.137573358
GLTP,-0.048544203,0.088993585,0.137537788
KRT86,-0.00310192,0.134406887,0.137508807
SEC23B,-0.059688727,0.077780026,0.137468752
ARRDC5,-0.117832468,0.01954091,0.137373378
ANXA11,-0.092866821,0.044475523,0.137342343
TIMD4,0.132779587,0.270070436,0.137290848
TMEM115,-0.105074218,0.032174659,0.137248877
SLC9A1,-0.07905793,0.058144697,0.137202627
CCDC110,0.024620341,0.161820776,0.137200434
SALL2,0.222590789,0.359760646,0.137169856
AFTPH,-0.058080548,0.078987829,0.137068376
TMEM104,-0.137478094,-0.000429543,0.137048551
ZNF707,-0.107681117,0.029360066,0.137041182
NAAA,-0.120970341,0.016049971,0.137020312
STUB1,-0.117834068,0.019162718,0.136996786
GAL,-0.049585669,0.087403035,0.136988703
EML4,-0.003061024,0.133913878,0.136974903
UBL4A,-0.075498933,0.061387861,0.136886794
SNORD22,-0.124294239,0.012542346,0.136836585
TMCO4,-0.118478343,0.018288817,0.13676716
VASH1,-0.036708962,0.100051684,0.136760645
NFKBIL1,-0.088450925,0.048254244,0.136705169
CXADRP3,-0.059171693,0.077508761,0.136680454
DKFZP434H168,-0.061738051,0.074935953,0.136674004
SUPT5H,-0.084600818,0.052061665,0.136662483
HDAC10,-0.158438798,-0.021842612,0.136596186
ACTN3,-0.131624893,0.004857102,0.136481995
OR3A3,-0.07325256,0.063183218,0.136435779
C11orf87,0.044116216,0.180542651,0.136426434
FAM71A,-0.026380903,0.109993464,0.136374367
DSCR3,-0.092011984,0.044356619,0.136368604
LOC100240734,-0.046709957,0.089609802,0.13631976
CDC42EP2,-0.072881579,0.063418694,0.136300273
C16orf57,-0.071964972,0.064280281,0.136245253
TNFSF9,-0.143635882,-0.007493739,0.136142143
DECR1,-0.054310669,0.081805043,0.136115712
GNA14,0.005700356,0.141809465,0.136109109
OR2M4,-0.019161913,0.116941035,0.136102949
CCL2,0.130358144,0.266443359,0.136085215
LOC100127888,-0.058262767,0.077772175,0.136034942
PGM2L1,-0.060403058,0.075627232,0.13603029
TMPRSS11F,-0.015087127,0.120936497,0.136023623
NXPH4,-0.077231686,0.0587746,0.136006286
TMEM59L,-0.062115683,0.073816348,0.13593203
EFNB1,0.000208215,0.136130838,0.135922623
MR1,-0.078178805,0.057699265,0.135878071
KLHL26,-0.095395982,0.040475388,0.13587137
HEY1,0.053884815,0.189751113,0.135866298
RHOG,-0.112613691,0.023241353,0.135855045
C1orf69,-0.056883286,0.078945577,0.135828863
PHLPP1,-0.073572902,0.062235513,0.135808415
PRDM8,-0.110023506,0.025645952,0.135669458
P2RY11,-0.134365007,0.001300218,0.135665225
GTSF1L,-0.023239083,0.112395613,0.135634695
ABCB9,-0.05031675,0.085309364,0.135626113
RAP1GAP2,-0.063878556,0.071701607,0.135580164
TP53TG3B,-0.019996906,0.115537701,0.135534607
RCC1,-0.145133642,-0.009626751,0.135506891
SDCBP2,-0.08200978,0.053376676,0.135386456
MED20,-0.055842888,0.0794952,0.135338087
C10orf32,-0.070566536,0.064766265,0.135332801
RASSF4,-0.07926266,0.056058441,0.135321101
KIAA1522,-0.054846088,0.080451621,0.135297709
CCDC103,-0.135903627,-0.000711788,0.13519184
C3orf30,0.004498649,0.139637188,0.13513854
KIR3DP1,-0.082694701,0.052438123,0.135132824
MTHFD1,-0.062394381,0.072715949,0.13511033
FAP,-0.007948506,0.127085538,0.135034045
C1orf172,-0.089861344,0.044986044,0.134847388
CNDP2,-0.058877525,0.075959498,0.134837023
PLA2G15,-0.131347155,0.003430043,0.134777199
EVI5L,-0.071424111,0.06330398,0.134728091
C17orf73,-0.059205014,0.075443365,0.134648379
HECA,-0.040144523,0.094427034,0.134571558
ALOXE3,-0.019324218,0.115235668,0.134559886
ABRA,-0.023179979,0.111324834,0.134504813
RBM42,-0.091725,0.042747905,0.134472905
NTHL1,-0.11387276,0.020580593,0.134453352
CNR2,-0.123300107,0.011074922,0.134375029
AXIN2,-0.056325605,0.078038142,0.134363747
KIAA1486,-0.074966358,0.059394655,0.134361014
SYK,-0.076384353,0.057943551,0.134327904
MEGF9,-0.01269399,0.121605227,0.134299217
SLC39A1,-0.093156366,0.041079194,0.13423556
PNPO,-0.050067923,0.084127722,0.134195645
MRPL41,-0.144614225,-0.010522668,0.134091556
AP2S1,-0.065595128,0.068488328,0.134083456
NPY2R,-0.006180405,0.12788362,0.134064025
SPACA4,-0.052349324,0.081712778,0.134062102
C7orf41,-0.049935669,0.084053997,0.133989666
CRYBB2,-0.072339367,0.061572763,0.13391213
LOC283999,-0.057625142,0.076272411,0.133897553
C19orf25,-0.0937883,0.040086445,0.133874745
LTA4H,-0.010343457,0.123523482,0.133866939
CENPB,-0.10754143,0.0263095,0.13385093
EML2,-0.108723329,0.025127122,0.13385045
CALML6,-0.100043101,0.033778713,0.133821814
FKBP1A,-0.046458357,0.087362174,0.133820531
PFN1,-0.099804872,0.033973528,0.1337784
LOC723809,-0.100143457,0.033599175,0.133742632
C14orf1,-0.060001031,0.07373969,0.133740722
SLC7A6,-0.083189687,0.05049505,0.133684737
MAD2L1BP,-0.070768919,0.062887056,0.133655975
GPRC5D,-0.053150462,0.080448831,0.133599294
SELO,-0.1264633,0.007099495,0.133562795
NCKAP5L,-0.128249324,0.00529431,0.133543635
C9,-0.050034068,0.08350479,0.133538858
PRKG2,0.23011426,0.363630305,0.133516044
CSTF2,-0.074208144,0.059291335,0.133499479
ZFP112,-0.072237233,0.061225757,0.13346299
ProSAPiP1,-0.010555512,0.122877057,0.133432569
HELLS,-0.021832966,0.111505936,0.133338902
FAM162A,-0.081442176,0.051824713,0.13326689
SLC25A12,-0.072806721,0.060441596,0.133248317
SFI1,-0.112434886,0.020805737,0.133240624
BARX2,-0.077748826,0.055448294,0.133197121
SEC22C,-0.047062162,0.086107521,0.133169683
KCNK5,-0.083553912,0.049605157,0.133159069
C11orf94,-0.077058215,0.056090585,0.1331488
ALDH1L2,0.057547546,0.190664449,0.133116903
COL13A1,-0.031752774,0.10132975,0.133082523
NUDC,-0.08981739,0.04319411,0.133011499
RPGRIP1,0.01453325,0.147537729,0.133004479
TMC8,-0.080513905,0.052464287,0.132978191
UAP1L1,-0.067760491,0.06503705,0.132797541
NPY1R,0.017626351,0.150417159,0.132790808
ZDHHC18,-0.068372084,0.064375564,0.132747648
CHRNA7,-0.104793634,0.027911361,0.132704995
MAGEA1,-0.022093919,0.110572623,0.132666542
FUCA1,-0.035670875,0.096916859,0.132587734
RPL29P2,-0.060718848,0.071786055,0.132504902
SYNJ1,-0.037576814,0.094917162,0.132493976
C6orf226,-0.132601422,-0.000110973,0.13249045
MED26,-0.066223613,0.066229366,0.132452979
CLCA1,-0.009234708,0.123213235,0.132447943
LRRC8B,-0.035613656,0.096829575,0.132443231
EPS8L2,-0.083031117,0.049403156,0.132434273
KCNN3,0.078428983,0.210833773,0.13240479
WSCD2,0.024068421,0.156369638,0.132301217
PINX1,-0.074392176,0.057901854,0.13229403
UBE2F,-0.021419452,0.110868694,0.132288146
ASAP3,0.123921408,0.256208917,0.132287509
PSMC3,-0.056068065,0.076209858,0.132277924
LOC606724,-0.111484673,0.020773877,0.13225855
A2BP1,-0.047685597,0.084443925,0.132129523
SH3RF3,-0.047577347,0.084430478,0.132007825
DKK3,0.042906259,0.174859783,0.131953524
INTS5,-0.082265576,0.049651907,0.131917484
CAP2,-0.065132361,0.066701588,0.131833949
C9orf16,-0.106386913,0.025420208,0.131807121
SLC9A6,-0.057967532,0.073755115,0.131722647
GDI1,-0.079052169,0.052558695,0.131610864
REM1,-0.02767941,0.103807564,0.131486974
LAYN,0.045757468,0.177122113,0.131364645
NCDN,-0.100909673,0.030249993,0.131159666
TNFSF10,0.016185917,0.147275858,0.131089941
UBXN6,-0.073622688,0.057446434,0.131069123
UNC45B,0.041487767,0.172555546,0.13106778
ART5,-0.074707646,0.056308736,0.131016382
RGL2,-0.089061949,0.041948482,0.13101043
BRMS1,-0.08651611,0.044369853,0.130885963
ZP1,-0.08636298,0.044509428,0.130872408
OR56A5,-0.039102098,0.091768974,0.130871072
ATAD3A,-0.117843243,0.013012241,0.130855484
C19orf70,-0.134992639,-0.004160536,0.130832103
FOXRED2,-0.043324609,0.087484773,0.130809382
AADACL2,-0.068460704,0.062330343,0.130791047
CCDC85A,-0.007347546,0.123438942,0.130786488
CLYBL,-0.116447013,0.014245929,0.130692942
DFNA5,0.154158215,0.284815624,0.130657409
MAGEE1,0.034317212,0.164965689,0.130648477
FFAR1,-0.073693528,0.056953094,0.130646622
KIF18A,0.014089651,0.144611347,0.130521696
EML1,0.132389403,0.262872345,0.130482942
XKR3,-0.055407112,0.075058367,0.130465479
ABCB8,-0.127479587,0.002965939,0.130445526
C5orf32,0.038562411,0.168981294,0.130418883
OR2T3,-0.050553592,0.079864521,0.130418113
ARHGDIA,-0.12469904,0.005650281,0.130349321
RNF26,-0.061358784,0.068959485,0.130318269
STOML2,-0.082088265,0.048129234,0.130217498
PLA2G12B,-0.063269452,0.066897708,0.130167161
NAMPT,-0.022893919,0.10724433,0.130138248
RELA,-0.094028912,0.036061513,0.130090424
BTBD19,-0.153578841,-0.023508645,0.130070196
UNC5D,-0.059631366,0.070399569,0.130030934
DNAJC9,-0.044477525,0.0855213,0.129998825
CYP7A1,-0.090879694,0.039110791,0.129990486
PIP5K1C,-0.109846373,0.020100221,0.129946594
OR52I2,-0.031481259,0.098390232,0.129871491
GGA1,-0.09320345,0.036492915,0.129696364
GLT1D1,0.197938905,0.327596568,0.129657663
DCLRE1B,-0.040268883,0.089368705,0.129637588
MMP17,-0.087139011,0.042419943,0.129558954
LOC100130776,-0.075273791,0.054248184,0.129521975
C6orf150,-0.068591856,0.060820625,0.129412481
SCAMP2,-0.079947724,0.049413638,0.129361363
NDST4,-0.068908001,0.060443732,0.129351734
DKK4,-0.088912909,0.040379459,0.129292368
PPP2R5C,-0.034560775,0.09470612,0.129266895
MAPK8IP1,-0.056485171,0.072770927,0.129256098
DCDC2,-0.027021728,0.102224479,0.129246207
PPP1R14D,-0.066577489,0.06264524,0.129222729
SNRPN,0.096897937,0.226091001,0.129193064
TTC13,-0.018671728,0.110483015,0.129154744
BSPRY,-0.044954836,0.084138265,0.129093101
GSK3A,-0.069943954,0.059112142,0.129056096
DSTN,-0.039571906,0.089481197,0.129053103
SCNN1A,-0.118148578,0.010878746,0.129027323
C17orf37,-0.07104143,0.05796691,0.12900834
TCP11L2,-0.025138051,0.103857525,0.128995576
C22orf41,-0.093225071,0.035729439,0.12895451
AWAT1,-0.025411095,0.103524463,0.128935558
PLD3,-0.134482681,-0.005576506,0.128906176
NDUFB7,-0.094407539,0.034470731,0.12887827
PPP5C,-0.067046337,0.061815878,0.128862215
ST6GALNAC1,0.024736913,0.15349836,0.128761447
DPM2,-0.084930299,0.043720258,0.128650557
FAM78A,-0.105800284,0.022772758,0.128573043
CCR7,-0.001457468,0.126951261,0.128408729
C1QB,0.124623115,0.253026971,0.128403856
LYPD1,-0.043648933,0.084712836,0.128361769
RXFP3,-0.073651138,0.054651321,0.128302459
CECR2,0.127092603,0.255391741,0.128299138
FGB,-0.02908229,0.099212653,0.128294943
HIST1H4B,-0.05954207,0.068732766,0.128274836
NAA50,-0.028720946,0.09947843,0.128199376
CD3EAP,-0.079399004,0.048797003,0.128196007
AHRR,-0.069709068,0.058476782,0.12818585
CCDC127,-0.055205299,0.072955858,0.128161157
SPSB1,0.017927027,0.146071883,0.128144856
SYAP1,-0.04248357,0.085647219,0.128130789
FCRL2,-0.078164936,0.049950148,0.128115084
ATP2B4,-0.004509104,0.123592887,0.12810199
PACSIN2,-0.107003378,0.021096448,0.128099826
SLFN5,0.040913122,0.168960107,0.128046985
NCCRP1,-0.04346426,0.084534209,0.127998469
GRHL1,0.10979239,0.237782602,0.127990212
CBWD2,-0.061316038,0.066566855,0.127882894
ACTR1B,-0.108685917,0.019108565,0.127794482
GLTSCR1,-0.097946977,0.029832696,0.127779673
BOLA3,-0.031902098,0.095869296,0.127771394
NCRNA00202,-0.148091785,-0.020337013,0.127754772
SCN5A,-0.072933997,0.054690672,0.127624669
SRF,-0.083449751,0.044160938,0.127610689
LOC283856,-0.031399075,0.096210299,0.127609374
PRPF31,-0.083590363,0.044018647,0.12760901
MDH1B,-0.106566181,0.021029749,0.12759593
DMRT2,-0.038134886,0.089408121,0.127543007
TNFAIP8L2,-0.062821373,0.064718098,0.127539471
ZGLP1,-0.053841892,0.073677335,0.127519227
C17orf67,-0.054583962,0.072863346,0.127447307
ATG9A,-0.027106615,0.100316725,0.127423339
C9orf71,-0.071408037,0.056009447,0.127417484
VPS37B,-0.073175925,0.054183951,0.127359875
LOC100128023,-0.069113122,0.058164868,0.12727799
ENTPD8,-0.041979125,0.085216601,0.127195726
TCEB2,-0.094703165,0.032465673,0.127168838
BLOC1S1,-0.074873613,0.052253375,0.127126988
SRPK3,-0.118092496,0.008991933,0.127084429
LPPR2,-0.058799787,0.068264124,0.12706391
DBNL,-0.111194666,0.015841606,0.127036271
SNURF,-0.046457646,0.080576587,0.127034233
F8,-0.021908144,0.10498127,0.126889414
AMMECR1,0.02762909,0.154489087,0.126859998
NACC1,-0.097939829,0.02890299,0.126842819
PSMF1,-0.055758428,0.071076929,0.126835357
PI4K2B,-0.039130405,0.087686749,0.126817154
INTS3,-0.071436984,0.055371022,0.126808007
CABLES2,-0.050355903,0.076422598,0.126778502
MGAT4B,-0.117162589,0.009610023,0.126772612
RGS16,0.124540505,0.251258748,0.126718243
ACRC,-0.014604303,0.112069487,0.12667379
SIGLEC6,-0.061531543,0.06511518,0.126646724
FRS3,-0.106037802,0.020592029,0.126629831
CCDC69,-0.027332752,0.099275667,0.12660842
SLC4A9,-0.101949182,0.024541207,0.126490389
C11orf46,-0.05208958,0.074393491,0.126483071
HLA-C,-0.040615647,0.085827762,0.126443409
C9orf69,-0.117550178,0.008891454,0.126441631
C11orf83,-0.120462411,0.005912586,0.126374997
R3HCC1,-0.076458713,0.049859031,0.126317744
HMSD,-0.065687482,0.060622443,0.126309926
YOD1,0.022670057,0.148936284,0.126266228
LCAT,-0.096446693,0.029767208,0.126213901
HRAS,-0.112321124,0.013881081,0.126202204
FTSJ1,-0.082459815,0.043728572,0.126188387
SP140L,-0.043361131,0.082792936,0.126154067
TMEM160,-0.119995235,0.006105083,0.126100318
SF3B2,-0.068754303,0.057278521,0.126032824
PANK1,-0.11608261,0.009928523,0.126011133
GRM7,-0.045970306,0.080017669,0.125987975
LOC151658,-0.049678378,0.076278666,0.125957044
ABHD2,-0.07358261,0.05235578,0.12593839
ECM1,-0.094126174,0.031784177,0.12591035
ABTB1,-0.095510028,0.030362005,0.125872033
MAPRE2,-0.038540683,0.087323213,0.125863895
DHRS4L2,-0.092842888,0.033007476,0.125850363
IFI16,-0.028209353,0.097614333,0.125823686
C2orf72,-0.072792568,0.052985605,0.125778173
LOC100133985,-0.102215078,0.023515462,0.12573054
CNDP1,-0.018638442,0.107071429,0.125709872
LOC121952,-0.060291892,0.065396357,0.125688248
FAM20C,-0.134724147,-0.009038428,0.125685718
MRPS34,-0.110812198,0.014815951,0.125628148
PP14571,-0.103519879,0.022090556,0.125610435
GMFB,-0.047702169,0.077887698,0.125589867
FOXP3,-0.03347941,0.092063348,0.125542757
EIF4EBP1,-0.094809708,0.030690203,0.125499911
IDH3G,-0.094422546,0.031068505,0.125491051
LOC100128675,-0.072457077,0.052981717,0.125438794
SLC17A1,-0.080072582,0.045318166,0.125390748
DHX58,-0.083813407,0.04156726,0.125380667
GH2,-0.085455192,0.039869965,0.125325157
VTN,-0.045331863,0.079897405,0.125229268
C10orf129,-0.076310846,0.048878083,0.125188929
SLC10A6,-0.122339687,0.002689216,0.125028903
AHCYL1,-0.051633677,0.073318381,0.124952058
CLPTM1,-0.078773542,0.046174905,0.124948446
GABRA4,-0.15328478,-0.028381044,0.124903736
DGKE,-0.023483819,0.101363702,0.124847521
SLC35A4,-0.070998862,0.053839466,0.124838328
GNAT2,-0.042947866,0.081861861,0.124809728
KLHL12,-0.053664794,0.071053472,0.124718266
ACTN4,-0.099779481,0.024847777,0.124627258
PARP8,-0.12999495,-0.005382079,0.124612872
PCDHGA3,-0.053317603,0.071246844,0.124564447
TOMM6,-0.068128805,0.05641815,0.124546955
B4GALNT3,-0.007983037,0.116563061,0.124546098
AP1M1,-0.080330121,0.044208889,0.12453901
C9orf64,-0.020398684,0.104137471,0.124536155
NAP1L5,0.002534851,0.12704502,0.124510169
FLJ40504,-0.06082628,0.063652943,0.124479224
FAM65A,-0.050048933,0.074421155,0.124470088
GMIP,-0.117116927,0.007305769,0.124422697
COG4,-0.05708325,0.06733288,0.124416131
OR1E1,-0.069433215,0.054924743,0.124357958
DNAJC5,-0.058134459,0.066213694,0.124348153
FUK,-0.111464829,0.012877872,0.124342701
ARSF,-0.086009033,0.038328289,0.124337322
HERC1,-0.0178133,0.106521121,0.124334421
UPK1A,-0.046639118,0.077685134,0.124324252
MT1M,-0.062141465,0.062171449,0.124312914
OR52A5,-0.039010491,0.085282965,0.124293456
ZNF672,-0.05623862,0.068034559,0.124273179
INTS1,-0.13085064,-0.006700392,0.124150248
MSL3,-0.042007148,0.082128837,0.124135985
PPP2R1A,-0.070168279,0.053953881,0.12412216
LRRC6,-0.051903236,0.072192448,0.124095684
IPW,0.138436664,0.262448363,0.124011699
TRMT112,-0.074469986,0.049515345,0.12398533
CPEB2,-0.034107575,0.0898667,0.123974274
