# WARNING: this file is not sorted!
# db	id                         alt	 E-value	adj_p-value	log_adj_p-value	bin_location	bin_width	total_width	sites_in_bin	total_sites	p_success	 p-value	mult_tests
   3	SMAD3_HUMAN.H11MO.0.B SMAD3_HUMAN.H11MO.0.B	1.0e-005	   2.4e-008	         -17.56	         0.0	      159	        489	        4623	      13159	  0.32515	9.7e-011	       244
   3	SMAD4_HUMAN.H11MO.0.B SMAD4_HUMAN.H11MO.0.B	1.5e-002	   3.6e-005	         -10.23	         0.0	      162	        488	        4294	      12130	  0.33197	1.5e-007	       243
   3	SP1_HUMAN.H11MO.0.A SP1_HUMAN.H11MO.0.A	7.8e-023	   1.8e-025	         -56.95	         0.0	      209	        479	        2851	       5604	  0.43633	7.7e-028	       239
   3	SP2_HUMAN.H11MO.0.A SP2_HUMAN.H11MO.0.A	4.9e-009	   1.2e-011	         -25.17	         0.0	      217	        479	        4587	       9332	  0.45303	4.9e-014	       239
   3	SP3_HUMAN.H11MO.0.B SP3_HUMAN.H11MO.0.B	1.1e-008	   2.7e-011	         -24.34	         0.0	      215	        481	        5113	      10596	  0.44699	1.1e-013	       240
   3	SP4_HUMAN.H11MO.0.A SP4_HUMAN.H11MO.0.A	8.4e-012	   2.0e-014	         -31.55	         0.0	      201	        481	        5380	      11812	  0.41788	8.3e-017	       240
   3	SPI1_HUMAN.H11MO.0.A SPI1_HUMAN.H11MO.0.A	1.1e-133	   2.5e-136	        -312.22	         0.0	      156	        484	        4481	      10148	  0.32231	1.1e-138	       241
   3	SPIB_HUMAN.H11MO.0.A SPIB_HUMAN.H11MO.0.A	3.3e-119	   7.9e-122	        -278.85	         0.0	      160	        484	        3697	       8077	  0.33058	3.3e-124	       241
   3	SRBP1_HUMAN.H11MO.0.A SRBP1_HUMAN.H11MO.0.A	1.6e-002	   3.8e-005	         -10.17	         0.0	      210	        490	        5686	      12601	  0.42857	1.6e-007	       244
   3	TAF1_HUMAN.H11MO.0.A TAF1_HUMAN.H11MO.0.A	2.5e-025	   6.0e-028	         -62.68	         0.0	      157	        485	        4693	      12626	  0.32371	2.5e-030	       242
   3	TAL1_HUMAN.H11MO.0.A TAL1_HUMAN.H11MO.0.A	8.6e-019	   2.1e-021	         -47.64	         0.0	      134	        482	        2458	       7427	  0.27801	8.5e-024	       240
   3	TFAP4_HUMAN.H11MO.0.A TFAP4_HUMAN.H11MO.0.A	8.7e-017	   2.1e-019	         -43.02	         0.0	      195	        491	        3803	       8488	  0.39715	8.5e-022	       245
   3	TFDP1_HUMAN.H11MO.0.C TFDP1_HUMAN.H11MO.0.C	2.4e-012	   5.7e-015	         -32.80	         0.0	      209	        487	        5538	      11845	  0.42916	2.3e-017	       243
   3	TFE2_HUMAN.H11MO.0.A TFE2_HUMAN.H11MO.0.A	1.8e-009	   4.2e-012	         -26.20	         0.0	      204	        490	        4536	       9993	  0.41633	1.7e-014	       244
   3	TFE3_HUMAN.H11MO.0.B TFE3_HUMAN.H11MO.0.B	7.2e-003	   1.7e-005	         -10.98	         0.0	      101	        491	        1564	       6739	  0.20570	7.0e-008	       245
   3	TFEB_HUMAN.H11MO.0.C TFEB_HUMAN.H11MO.0.C	2.1e-006	   5.1e-009	         -19.10	         0.0	      178	        492	         259	        511	  0.36179	2.1e-011	       245
   3	TGIF1_HUMAN.H11MO.0.A TGIF1_HUMAN.H11MO.0.A	2.4e-004	   5.8e-007	         -14.36	         0.0	      216	        494	        6044	      13061	  0.43725	2.4e-009	       246
   3	THAP1_HUMAN.H11MO.0.C THAP1_HUMAN.H11MO.0.C	5.4e-005	   1.3e-007	         -15.87	         0.0	       87	        479	        1878	       9081	  0.18163	5.4e-010	       239
   3	USF1_HUMAN.H11MO.0.A USF1_HUMAN.H11MO.0.A	4.3e-015	   1.0e-017	         -39.12	         0.0	      161	        489	        1433	       3561	  0.32924	4.2e-020	       244
   3	USF2_HUMAN.H11MO.0.A USF2_HUMAN.H11MO.0.A	1.3e-012	   3.2e-015	         -33.39	         0.0	      150	        482	        1455	       3877	  0.31120	1.3e-017	       240
   3	VEZF1_HUMAN.H11MO.0.C VEZF1_HUMAN.H11MO.0.C	5.3e0000	   1.3e-002	          -4.38	         0.0	      157	        479	        4220	      12255	  0.32777	5.3e-005	       239
   3	WT1_HUMAN.H11MO.0.C WT1_HUMAN.H11MO.0.C	4.5e-002	   1.1e-004	          -9.15	         0.0	      205	        481	        4500	       9987	  0.42620	4.4e-007	       240
   3	ZBT14_HUMAN.H11MO.0.C ZBT14_HUMAN.H11MO.0.C	3.2e-012	   7.6e-015	         -32.51	         0.0	      198	        492	        2355	       5118	  0.40244	3.1e-017	       245
   3	ZBT18_HUMAN.H11MO.0.C ZBT18_HUMAN.H11MO.0.C	7.6e-009	   1.8e-011	         -24.74	         0.0	      166	        490	        4483	      12089	  0.33878	7.4e-014	       244
   3	ZBTB6_HUMAN.H11MO.0.C ZBTB6_HUMAN.H11MO.0.C	6.9e0000	   1.6e-002	          -4.11	         0.0	      328	        488	        7601	      11029	  0.67213	6.8e-005	       243
   3	ZFX_HUMAN.H11MO.0.A ZFX_HUMAN.H11MO.0.A	1.6e-001	   3.8e-004	          -7.88	         0.0	      301	        491	        6513	      10250	  0.61303	1.5e-006	       245
   3	ZIC3_HUMAN.H11MO.0.B ZIC3_HUMAN.H11MO.0.B	5.3e-018	   1.3e-020	         -45.83	         0.0	      320	        486	        7301	      10376	  0.65844	5.2e-023	       242
   3	ZKSC1_HUMAN.H11MO.0.B ZKSC1_HUMAN.H11MO.0.B	4.1e0000	   9.7e-003	          -4.63	         0.0	      312	        482	        4585	       6843	  0.64730	4.1e-005	       240
   3	ZN134_HUMAN.H11MO.0.C ZN134_HUMAN.H11MO.0.C	1.3e-002	   3.2e-005	         -10.36	         0.0	      221	        479	        3719	       7575	  0.46138	1.3e-007	       239
   3	ZN322_HUMAN.H11MO.0.B ZN322_HUMAN.H11MO.0.B	1.4e-003	   3.4e-006	         -12.60	         0.0	      327	        481	        6944	       9838	  0.67983	1.4e-008	       240
   3	ZN335_HUMAN.H11MO.0.A ZN335_HUMAN.H11MO.0.A	3.4e-015	   8.2e-018	         -39.34	         0.0	      237	        479	        5358	       9909	  0.49478	3.4e-020	       239
   3	ZN341_HUMAN.H11MO.0.C ZN341_HUMAN.H11MO.0.C	1.7e-002	   4.1e-005	         -10.11	         0.0	      231	        479	        6211	      12292	  0.48225	1.7e-007	       239
   3	ZN528_HUMAN.H11MO.0.C ZN528_HUMAN.H11MO.0.C	7.1e-001	   1.7e-003	          -6.39	         0.0	      273	        481	        2807	       4686	  0.56757	7.0e-006	       240
   3	ZN554_HUMAN.H11MO.0.C ZN554_HUMAN.H11MO.0.C	3.8e-007	   9.0e-010	         -20.82	         0.0	      231	        481	        6036	      11794	  0.48025	3.8e-012	       240
   3	ZN563_HUMAN.H11MO.0.C ZN563_HUMAN.H11MO.0.C	1.4e-019	   3.4e-022	         -49.44	         0.0	      242	        480	        6747	      12266	  0.50417	1.4e-024	       239
   3	ZN708_HUMAN.H11MO.0.C ZN708_HUMAN.H11MO.0.C	1.6e-003	   3.8e-006	         -12.48	         0.0	      243	        481	        3789	       7039	  0.50520	1.6e-008	       240
   3	ZSC22_HUMAN.H11MO.0.C ZSC22_HUMAN.H11MO.0.C	1.8e-002	   4.3e-005	         -10.05	         0.0	      113	        485	        2768	      10905	  0.23299	1.8e-007	       242
   3	ZSC31_HUMAN.H11MO.0.C ZSC31_HUMAN.H11MO.0.C	2.2e-005	   5.2e-008	         -16.76	         0.0	      271	        483	        6551	      11095	  0.56108	2.2e-010	       241
##
# Detailed descriptions of columns in this file:
#
# db:	The name of the database (file name) that contains the motif.
# id:	A name for the motif that is unique in the motif database file.
# alt:	An alternate name of the motif that may be provided 
#	in the motif database file.
# E-value:	The expected number motifs that would have least one 
#	region as enriched for best matches to the motif as the reported region.
#	The E-value is the p-value multiplied by the number of motifs in the
#	input database(s).
# adj_p-value:	The probability that any tested region would be as enriched for
#	best matches to this motif as the reported region is.
#	By default the p-value is calculated by using the one-tailed binomial
#	test on the number of sequences with a match to the motif 
#	that have their best match in the reported region, corrected for
#	the number of regions and score thresholds tested.
#	The test assumes that the probability that the best match in a sequence
#	falls in the region is the region width divided by the
#	number of places a motif
#	can align in the sequence (sequence length minus motif width plus 1).
#	When CentriMo is run in discriminative mode with a negative
#	set of sequences, the p-value of a region is calculated
#	using the Fisher exact test on the 
#	enrichment of best matches in the positive sequences relative
#	to the negative sequences, corrected
#	for the number of regions and score thresholds tested.
#	The test assumes that the probability that the best match (if any)
#	falls into a given region
#	is the same for all positive and negative sequences.
# log_adj_p-value:	Log of adjusted p-value.
# bin_location:	Location of the center of the most enriched region.
# bin_width:	The width (in sequence positions) of the most enriched region.
#	A best match to the motif is counted as being in the region if the
#	center of the motif falls in the region.
# total_width:	The window maximal size which can be reached for this motif:
#		rounded(sequence length - motif length +1)/2
# sites_in_bin:	The number of (positive) sequences whose best match to the motif
#	falls in the reported region.
#	Note: This number may be less than the number of
#	(positive) sequences that have a best match in the region.
#	The reason for this is that a sequence may have many matches that score
#	equally best.
#	If n matches have the best score in a sequence, 1/n is added to the
#	appropriate bin for each match.
# total_sites:	The number of sequences containing a match to the motif
#	above the score threshold.
# p_success:	The probability of falling in the enriched window:
#		bin width / total width
# p-value:	The uncorrected p-value before it gets adjusted to the
#	number of multiple tests to give the adjusted p-value.
# mult_tests:	This is the number of multiple tests (n) done for this motif.
#	It was used to correct the original p-value of a region for
#	multiple tests using the formula:
#		p' = 1 - (1-p)^n where p is the uncorrected p-value.
#	The number of multiple tests is the number of regions
#	considered times the number of score thresholds considered.
#	It depends on the motif length, sequence length, and the type of
#	optimizations being done (central enrichment, local enrichment,
#	score optimization).
